Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Stage Detail 3,Age,Age Detail,Region,Gender,Grade,Nodal Status,Deprivation,Performance Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI,Net survival 84m,Net survival 84m LCI,Net survival 84m UCI,Kaplan-Meier survival 84m,Kaplan-Meier survival 84m LCI,Kaplan-Meier survival 84m UCI,Net survival 96m,Net survival 96m LCI,Net survival 96m UCI,Kaplan-Meier survival 96m,Kaplan-Meier survival 96m LCI,Kaplan-Meier survival 96m UCI
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,121,53865817,0.225,0.186,0.268,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,121,24,19.835,13.707,27.819,31,25.62,18.676,34.064,6,4.959,2.292,10.397,11,9.091,5.152,15.547,22,18.182,12.325,25.997,2,1.653,0.454,5.827,9,7.438,3.962,13.533,4,3.306,1.293,8.192,0,0,0,3.077,0,0,0,3.077,73,60.331,51.425,68.6,121,121,72.1,63.9,80.2,71.1,62.1,78.3,57.7,48.6,66.8,56.2,46.9,64.5,43.6,34.4,52.7,42.1,33.3,50.7,39.6,30.6,48.7,38,29.4,46.6,21,13.4,28.7,19.8,13.3,27.4,.g,.g,.g,15.7,9.9,22.7,.g,.g,.g,13.2,7.9,19.9,.g,.g,.g,11.6,6.7,18,.g,.g,.g,11.6,6.7,18,.g,.g,.g,9.9,5.4,16,.f,.f,.f,9.9,5.4,16
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,930,53865817,1.727,1.617,1.841,930,.c,.c,.c,.c,460,49.462,46.258,52.671,172,18.495,16.131,21.118,55,5.914,4.572,7.619,75,8.065,6.482,9.992,146,15.699,13.503,18.178,1,0.108,0.019,0.607,20,2.151,1.396,3.298,1,0.108,0.019,0.607,930,427,45.914,42.735,49.127,494,53.118,49.905,56.306,75,8.065,6.482,9.992,107,11.505,9.611,13.716,198,21.29,18.78,24.037,23,2.473,1.654,3.684,272,29.247,26.414,32.252,28,3.011,2.091,4.317,4,0.43,0.167,1.101,20,2.151,1.396,3.298,278,29.892,27.038,32.912,930,922,80.8,78.2,83.4,80.1,77.4,82.6,64.4,61.2,67.5,63.4,60.2,66.4,51.4,48.1,54.7,50.4,47.1,53.6,41.4,38.2,44.7,40.4,37.2,43.5,23.9,21,26.7,22.9,20.3,25.7,18,15.4,20.7,16.9,14.6,19.4,16.1,13.5,18.6,14.7,12.5,17,13.6,11.2,16,12.2,10.1,14.4,13,10.6,15.4,11.4,9.5,13.6,12,9.6,14.4,10.3,8.5,12.4,11.6,9.2,14,9.8,8,11.8
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,65,53865817,0.121,0.093,0.154,65,.c,.c,.c,.c,26,40,28.972,52.144,23,35.385,24.875,47.525,6,9.231,4.3,18.712,5,7.692,3.33,16.776,4,6.154,2.419,14.782,0,0,0,5.58,1,1.538,0.272,8.213,0,0,0,5.58,65,30,46.154,34.59,58.147,39,60,47.856,71.028,18,27.692,18.294,39.581,3,4.615,1.582,12.714,16,24.615,15.758,36.306,11,16.923,9.721,27.816,20,30.769,20.887,42.798,4,6.154,2.419,14.782,0,0,0,5.58,3,4.615,1.582,12.714,8,12.308,6.37,22.451,65,65,97.1,92.9,101.4,96.9,88.3,99.2,96.4,91.3,101.6,95.4,86.4,98.5,86.2,77.3,95.1,84.6,73.3,91.4,77.2,66.4,87.9,75.4,63,84.1,57.8,45.2,70.4,55.4,42.5,66.5,44.3,31.6,57.1,41.5,29.5,53.1,38.1,25.4,50.8,35.4,24,46.9,35.6,23,48.2,32.3,21.4,43.7,35.6,23,48.2,32.3,21.4,43.7,34.7,21.5,48,29.2,18.8,40.5,.f,.f,.f,27.7,17.5,38.8
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,120,53865817,0.223,0.185,0.266,120,.c,.c,.c,.c,62,51.667,42.814,60.416,18,15,9.704,22.468,8,6.667,3.417,12.605,11,9.167,5.196,15.671,18,15,9.704,22.468,0,0,0,3.102,3,2.5,0.854,7.093,0,0,0,3.102,120,63,52.5,43.627,61.218,81,67.5,58.69,75.224,15,12.5,7.723,19.603,6,5,2.311,10.48,29,24.167,17.386,32.55,2,1.667,0.458,5.874,45,37.5,29.352,46.423,6,5,2.311,10.48,1,0.833,0.147,4.57,6,5,2.311,10.48,25,20.833,14.528,28.948,120,120,88.4,82.4,94.3,87.5,80.1,92.3,72.9,64.7,81.1,71.7,62.7,78.8,57.9,48.8,67,56.7,47.3,65,50.7,41.5,59.9,49.2,40,57.7,34.5,25.6,43.4,33.3,25.1,41.8,26.5,18.3,34.8,25,17.7,33,25.2,16.9,33.5,23.3,16.2,31.2,22,14,30,20,13.4,27.6,20.8,12.9,28.7,18.3,12,25.7,.f,.f,.f,17.5,11.3,24.8,.f,.f,.f,17.5,11.3,24.8
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,47,47478437,0.099,0.073,0.132,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,47,38,80.851,67.456,89.584,35,74.468,60.492,84.747,10,21.277,11.99,34.904,4,8.511,3.359,19.932,4,8.511,3.359,19.932,1,2.128,0.377,11.113,26,55.319,41.245,68.589,4,8.511,3.359,19.932,1,2.128,0.377,11.113,4,8.511,3.359,19.932,3,6.383,2.195,17.163,47,47,89.5,80.8,98.3,89.4,76.3,95.4,83.2,72.6,93.9,83,68.8,91.1,72.7,60,85.4,72.3,57.2,82.9,64.3,50.6,77.9,63.8,48.4,75.7,47.4,33.2,61.6,46.8,32.2,60.2,34.7,21.1,48.3,34,21,47.5,.g,.g,.g,31.9,19.3,45.3,.g,.g,.g,29.8,17.6,43,.g,.g,.g,25.5,14.2,38.5,.f,.f,.f,25.5,14.2,38.5,.f,.f,.f,25.5,14.2,38.5
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,73,6387380,1.143,0.896,1.437,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,73,25,34.247,24.395,45.673,46,63.014,51.549,73.177,5,6.849,2.961,15.052,2,2.74,0.755,9.45,25,34.247,24.395,45.673,1,1.37,0.242,7.36,19,26.027,17.342,37.109,2,2.74,0.755,9.45,0,0,0,4.999,2,2.74,0.755,9.45,22,30.137,20.823,41.437,73,73,87.5,79.5,95.4,86.3,76,92.4,66.3,55.1,77.5,64.4,52.3,74.2,48.4,36.5,60.3,46.6,34.9,57.5,42,30.3,53.8,39.7,28.5,50.7,.g,.g,.g,24.7,15.5,34.9,.g,.g,.g,19.2,11.1,28.9,.g,.g,.g,17.8,10.1,27.3,.g,.g,.g,13.7,7,22.6,.f,.f,.f,13.7,7,22.6,.f,.f,.f,12.3,6.1,21,.e,.e,.e,12.3,6.1,21
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,320,53865817,0.594,0.531,0.663,320,.c,.c,.c,.c,181,56.563,51.086,61.884,62,19.375,15.418,24.058,8,2.5,1.272,4.855,26,8.125,5.605,11.639,37,11.563,8.506,15.531,0,0,0,1.186,6,1.875,0.862,4.03,0,0,0,1.186,320,177,55.313,49.834,60.665,203,63.438,58.03,68.526,28,8.75,6.123,12.356,30,9.375,6.646,13.068,67,20.938,16.838,25.727,5,1.563,0.669,3.605,126,39.375,34.178,44.824,13,4.063,2.389,6.826,2,0.625,0.172,2.25,8,2.5,1.272,4.855,69,21.563,17.408,26.392,320,320,87.8,84.1,91.5,87.2,83,90.4,73.8,68.8,78.8,72.7,67.5,77.3,60.7,55.2,66.2,59.6,54,64.7,49.8,44.2,55.4,48.6,43,53.9,26.8,21.7,31.8,25.7,21,30.6,19.6,15.1,24.2,18.5,14.5,22.9,17.5,13.1,21.9,16,12.2,20.2,14.8,10.6,19,13.2,9.7,17.1,13.4,9.3,17.6,11.9,8.6,15.7,11.7,7.7,15.8,10.3,7.3,14,10.6,6.7,14.5,9.4,6.5,12.9
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,150,47478437,0.316,0.267,0.371,150,.c,.c,.c,.c,75,50,42.099,57.901,29,19.333,13.812,26.386,5,3.333,1.432,7.565,17,11.333,7.197,17.4,18,12,7.727,18.171,0,0,0,2.497,6,4,1.846,8.451,0,0,0,2.497,150,110,73.333,65.739,79.763,94,62.667,54.701,70,20,13.333,8.8,19.698,20,13.333,8.8,19.698,17,11.333,7.197,17.4,1,0.667,0.118,3.679,71,47.333,39.51,55.29,13,8.667,5.135,14.263,0,0,0,2.497,6,4,1.846,8.451,22,14.667,9.889,21.208,150,150,91.5,86.9,96,91.3,85.5,94.8,74.1,67.1,81.2,73.8,66,80.1,63.4,55.7,71.2,63.1,54.8,70.3,54.1,46.1,62.1,53.7,45.4,61.3,31.3,23.8,38.7,30.9,23.6,38.4,22.5,15.8,29.3,22.1,15.9,29.1,19.3,12.9,25.7,18.8,13,25.4,16,10,21.9,15.4,10.2,21.7,15.3,9.5,21.1,14.8,9.6,20.9,.f,.f,.f,14.1,9.1,20.2,.f,.f,.f,14.1,9.1,20.2
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,170,6387380,2.661,2.276,3.093,170,.c,.c,.c,.c,106,62.353,54.873,69.287,33,19.412,14.169,26.006,3,1.765,0.602,5.059,9,5.294,2.81,9.754,19,11.176,7.273,16.796,0,0,0,2.21,0,0,0,2.21,0,0,0,2.21,170,67,39.412,32.378,46.914,109,64.118,56.669,70.943,8,4.706,2.404,9.01,10,5.882,3.226,10.488,50,29.412,23.078,36.655,4,2.353,0.919,5.893,55,32.353,25.778,39.708,0,0,0,2.21,2,1.176,0.323,4.187,2,1.176,0.323,4.187,47,27.647,21.474,34.808,170,170,84.6,79,90.3,83.5,77,88.3,73.5,66.6,80.5,71.8,64.4,77.9,58.3,50.6,66,56.5,48.7,63.5,46.1,38.3,53.9,44.1,36.6,51.4,22.9,16.2,29.5,21.2,15.4,27.6,17.1,11,23.2,15.3,10.4,21.1,15.8,9.8,21.8,13.5,8.9,19.1,.g,.g,.g,11.2,7,16.4,.g,.g,.g,9.4,5.6,14.4,.g,.g,.g,7.1,3.9,11.6,.g,.g,.g,5.3,2.6,9.4
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,179,53865817,0.332,0.285,0.385,179,.c,.c,.c,.c,95,53.073,45.774,60.242,25,13.966,9.642,19.805,10,5.587,3.062,9.977,13,7.263,4.293,12.028,34,18.994,13.923,25.369,0,0,0,2.101,2,1.117,0.307,3.982,0,0,0,2.101,179,74,41.341,34.383,48.663,71,39.665,32.788,46.976,1,0.559,0.099,3.096,43,24.022,18.352,30.785,39,21.788,16.368,28.393,0,0,0,2.101,31,17.318,12.477,23.533,0,0,0,2.101,1,0.559,0.099,3.096,0,0,0,2.101,65,36.313,29.624,43.577,179,176,72.6,66,79.3,72.2,64.9,78.2,48.2,40.8,55.7,47.7,40.2,54.9,32.9,25.9,39.8,32.4,25.6,39.3,19.1,13.3,25,18.8,13.4,24.8,.g,.g,.g,6.3,3.3,10.5,.e,.e,.e,3.4,1.4,6.9,.e,.e,.e,2.8,1.1,6.1,.e,.e,.e,2.8,1.1,6.1,.e,.e,.e,2.8,1.1,6.1,.e,.e,.e,2.8,1.1,6.1,.e,.e,.e,2.8,1.1,6.1
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,88,47478437,0.185,0.149,0.228,88,.c,.c,.c,.c,49,55.682,45.282,65.607,11,12.5,7.125,21.012,8,9.091,4.679,16.925,6,6.818,3.162,14.087,12,13.636,7.976,22.339,0,0,0,4.183,2,2.273,0.625,7.913,0,0,0,4.183,88,49,55.682,45.282,65.607,39,44.318,34.393,54.718,1,1.136,0.201,6.159,28,31.818,23.023,42.135,17,19.318,12.426,28.777,0,0,0,4.183,21,23.864,16.171,33.743,0,0,0,4.183,1,1.136,0.201,6.159,0,0,0,4.183,21,23.864,16.171,33.743,88,87,76,67.1,85,75.9,65.4,83.5,55.4,45,65.8,55.2,44.1,64.9,42.8,32.5,53.1,42.5,32.1,52.6,23.2,14.4,32,23,14.8,32.2,.e,.e,.e,9.2,4.3,16.4,.e,.e,.e,5.7,2.1,12,.e,.e,.e,4.6,1.5,10.5,.e,.e,.e,4.6,1.5,10.5,.e,.e,.e,4.6,1.5,10.5,.e,.e,.e,4.6,1.5,10.5,.e,.e,.e,4.6,1.5,10.5
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,91,6387380,1.425,1.147,1.749,91,.c,.c,.c,.c,46,50.549,40.465,60.589,14,15.385,9.391,24.182,2,2.198,0.605,7.663,7,7.692,3.776,15.036,22,24.176,16.542,33.902,0,0,0,4.05,0,0,0,4.05,0,0,0,4.05,91,25,27.473,19.355,37.415,32,35.165,26.137,45.394,0,0,0,4.05,15,16.484,10.251,25.431,22,24.176,16.542,33.902,0,0,0,4.05,10,10.989,6.079,19.059,0,0,0,4.05,0,0,0,4.05,0,0,0,4.05,44,48.352,38.361,58.476,91,89,69.3,59.6,79,68.5,57.8,77.1,41.2,31,51.5,40.4,30.2,50.4,23.1,14.4,31.9,22.5,14.5,31.6,.g,.g,.g,14.6,8.2,22.7,.e,.e,.e,3.4,0.9,8.7,.e,.e,.e,1.1,0.1,5.5,.e,.e,.e,1.1,0.1,5.5,.e,.e,.e,1.1,0.1,5.5,.e,.e,.e,1.1,0.1,5.5,.e,.e,.e,1.1,0.1,5.5,.e,.e,.e,1.1,0.1,5.5
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,246,53865817,0.457,0.401,0.517,246,.c,.c,.c,.c,96,39.024,33.142,45.244,44,17.886,13.602,23.158,23,9.35,6.311,13.638,20,8.13,5.324,12.223,53,21.545,16.866,27.099,1,0.407,0.072,2.266,8,3.252,1.657,6.285,1,0.407,0.072,2.266,246,83,33.74,28.122,39.858,100,40.65,34.702,46.886,13,5.285,3.114,8.83,25,10.163,6.979,14.572,47,19.106,14.683,24.479,5,2.033,0.871,4.669,50,20.325,15.771,25.792,5,2.033,0.871,4.669,0,0,0,1.538,3,1.22,0.416,3.523,111,45.122,39.026,51.368,246,241,69.2,63.3,75.1,68.5,62.2,73.9,50.7,44.2,57.1,49.8,43.3,55.9,40,33.7,46.3,39,32.8,45.1,32.4,26.3,38.4,31.5,25.8,37.4,18.3,13.3,23.4,17.4,12.9,22.5,15.1,10.4,19.8,14.1,10.1,18.8,13,8.5,17.5,11.6,8,16,.g,.g,.g,8.3,5.3,12.2,.g,.g,.g,7.9,4.9,11.7,.g,.g,.g,7.1,4.3,10.7,.f,.f,.f,6.6,4,10.3
Oesophageal and stomach,2013,Oesophagus,Upper and middle third,Other,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,156,53865817,0.29,0.246,0.339,156,.c,.c,.c,.c,48,30.769,24.061,38.401,30,19.231,13.816,26.125,7,4.487,2.19,8.972,8,5.128,2.621,9.792,59,37.821,30.59,45.637,0,0,0,2.403,4,2.564,1.002,6.407,0,0,0,2.403,156,40,25.641,19.432,33.021,35,22.436,16.597,29.599,5,3.205,1.377,7.283,21,13.462,8.976,19.703,18,11.538,7.424,17.501,2,1.282,0.352,4.553,16,10.256,6.412,16.011,2,1.282,0.352,4.553,0,0,0,2.403,1,0.641,0.113,3.541,96,61.538,53.714,68.808,156,153,58.8,50.9,66.6,58.2,49.9,65.5,41.3,33.4,49.2,40.5,32.7,48.2,30.9,23.4,38.3,30.1,23,37.4,22.2,15.5,28.9,21.6,15.4,28.4,.g,.g,.g,7.8,4.3,12.8,.g,.g,.g,5.9,2.9,10.4,.e,.e,.e,3.9,1.6,7.9,.e,.e,.e,3.9,1.6,7.9,.e,.e,.e,3.3,1.2,7,.e,.e,.e,3.3,1.2,7,.e,.e,.e,3.3,1.2,7
Oesophageal and stomach,2013,Oesophagus,Lower third,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,3669,53865817,6.811,6.593,7.035,3668,.c,.c,.c,.c,1699,46.32,44.711,47.936,738,20.12,18.854,21.448,246,6.707,5.942,7.562,354,9.651,8.737,10.649,549,14.967,13.849,16.158,1,0.027,0.005,0.154,78,2.126,1.707,2.646,3,0.082,0.028,0.24,3669,1857,50.613,48.996,52.23,1024,27.91,26.482,29.383,927,25.266,23.886,26.697,680,18.534,17.309,19.824,445,12.129,11.112,13.225,225,6.132,5.401,6.956,483,13.164,12.109,14.297,606,16.517,15.35,17.753,8,0.218,0.111,0.43,88,2.398,1.951,2.946,1134,30.908,29.433,32.422,3669,3656,83.5,82.3,84.7,82.8,81.5,84,70,68.4,71.5,68.9,67.4,70.4,58.3,56.7,60,57.1,55.4,58.6,48.4,46.7,50,47,45.4,48.7,29.9,28.4,31.5,28.4,27,29.9,23.2,21.7,24.7,21.5,20.2,22.8,19.3,17.9,20.7,17.7,16.5,18.9,17.4,16.1,18.8,15.6,14.5,16.8,16.3,14.9,17.6,14.3,13.1,15.4,15.6,14.2,17,13.3,12.2,14.4,15.3,13.9,16.7,12.5,11.5,13.6
Oesophageal and stomach,2013,Oesophagus,Lower third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,2724,53865817,5.057,4.869,5.251,2723,.c,.c,.c,.c,1272,46.713,44.845,48.59,557,20.455,18.982,22.012,190,6.978,6.08,7.996,277,10.173,9.093,11.365,363,13.331,12.106,14.659,0,0,0,0.141,63,2.314,1.813,2.949,1,0.037,0.006,0.208,2724,1478,54.258,52.383,56.122,666,24.449,22.872,26.099,802,29.442,27.76,31.182,574,21.072,19.582,22.644,287,10.536,9.438,11.745,193,7.085,6.181,8.11,303,11.123,9.997,12.359,533,19.567,18.12,21.099,8,0.294,0.149,0.578,68,2.496,1.974,3.152,758,27.827,26.176,29.54,2724,2719,86.2,84.8,87.5,85.5,84.1,86.7,73.6,71.9,75.3,72.5,70.8,74.1,61.7,59.9,63.6,60.5,58.6,62.3,51.7,49.7,53.6,50.3,48.5,52.2,32.2,30.4,34.1,30.7,28.9,32.4,24.9,23.2,26.6,23.1,21.6,24.7,20.7,19.1,22.4,19,17.6,20.5,18.6,17,20.2,16.7,15.3,18.1,17.2,15.6,18.8,15.1,13.8,16.5,16.2,14.6,17.8,13.9,12.6,15.2,15.9,14.3,17.5,13.1,11.9,14.4
Oesophageal and stomach,2013,Oesophagus,Lower third,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,270,53865817,0.501,0.443,0.565,270,.c,.c,.c,.c,73,27.037,22.089,32.63,90,33.333,27.979,39.155,36,13.333,9.789,17.907,46,17.037,13.023,21.976,24,8.889,6.046,12.885,0,0,0,1.403,1,0.37,0.065,2.068,0,0,0,1.403,270,93,34.444,29.03,40.295,66,24.444,19.7,29.906,165,61.111,55.179,66.731,7,2.593,1.261,5.254,32,11.852,8.522,16.252,93,34.444,29.03,40.295,21,7.778,5.143,11.597,59,21.852,17.336,27.157,7,2.593,1.261,5.254,6,2.222,1.022,4.763,45,16.667,12.696,21.573,270,269,98.7,97.1,100.4,98.1,95.6,99.2,95.1,92.1,98.1,93.7,90,96,89.2,85.1,93.3,87.4,82.8,90.8,86,81.4,90.7,83.6,78.7,87.6,70.6,64.5,76.7,67.3,61.3,72.5,61.6,55,68.2,57.2,51.1,62.9,53.9,47.1,60.8,49.1,43,54.9,49.5,42.4,56.5,44.2,38.2,50.1,46.1,38.9,53.3,40.5,34.6,46.3,44.1,36.9,51.4,37.5,31.8,43.3,42,34.7,49.3,34.9,29.3,40.6
