"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
1979,2,18.36821698,"Lung","England and Wales","Incidence"
1980,2,19.13577821,"Lung","England and Wales","Incidence"
1981,2,20.0066013,"Lung","England and Wales","Incidence"
1982,2,20.32223094,"Lung","England and Wales","Incidence"
1983,2,20.64964829,"Lung","England and Wales","Incidence"
1984,2,20.95272993,"Lung","England and Wales","Incidence"
1985,2,22.40433503,"Lung","England and Wales","Incidence"
1986,2,21.8774494,"Lung","England and Wales","Incidence"
1987,2,22.34227405,"Lung","England and Wales","Incidence"
1988,2,23.26517961,"Lung","England and Wales","Incidence"
1989,2,22.59089842,"Lung","England and Wales","Incidence"
1990,2,22.68042928,"Lung","England and Wales","Incidence"
1991,2,22.63464836,"Lung","England and Wales","Incidence"
1992,2,23.22399834,"Lung","England and Wales","Incidence"
1993,2,22.72782059,"Lung","England and Wales","Incidence"
1994,2,22.88466415,"Lung","England and Wales","Incidence"
1995,2,22.21838405,"Lung","England and Wales","Incidence"
1996,2,22.09188101,"Lung","England and Wales","Incidence"
1997,2,22.37105291,"Lung","England and Wales","Incidence"
1998,2,22.45306289,"Lung","England and Wales","Incidence"
1999,2,22.60439411,"Lung","England and Wales","Incidence"
2000,2,22.94469473,"Lung","England and Wales","Incidence"
2001,2,22.65619973,"Lung","England and Wales","Incidence"
2002,2,22.20929179,"Lung","England and Wales","Incidence"
2003,2,22.58410572,"Lung","England and Wales","Incidence"
2004,2,22.79206982,"Lung","England and Wales","Incidence"
2005,2,23.66569781,"Lung","England and Wales","Incidence"
2006,2,24.31262774,"Lung","England and Wales","Incidence"
2007,2,24.54981646,"Lung","England and Wales","Incidence"
2008,2,25.17125943,"Lung","England and Wales","Incidence"
2009,2,25.67624802,"Lung","England and Wales","Incidence"
2010,2,25.8014185,"Lung","England and Wales","Incidence"
2011,2,26.35884929,"Lung","England and Wales","Incidence"
2012,2,27.16312495,"Lung","England and Wales","Incidence"
2013,2,26.83401547,"Lung","England and Wales","Incidence"
2014,2,27.11065574,"Lung","England and Wales","Incidence"
2015,2,27.40605489,"Lung","England and Wales","Incidence"
2016,2,27.12505075,"Lung","England and Wales","Incidence"
2017,2,27.58110784,"Lung","England and Wales","Incidence"
1993,2,24.23658405,"Lung","Northern Ireland","Incidence"
1994,2,22.66007126,"Lung","Northern Ireland","Incidence"
1995,2,23.31849201,"Lung","Northern Ireland","Incidence"
1996,2,22.12937756,"Lung","Northern Ireland","Incidence"
1997,2,22.1174702,"Lung","Northern Ireland","Incidence"
1998,2,21.68419097,"Lung","Northern Ireland","Incidence"
1999,2,23.66522421,"Lung","Northern Ireland","Incidence"
2000,2,23.45958938,"Lung","Northern Ireland","Incidence"
2001,2,21.34624306,"Lung","Northern Ireland","Incidence"
2002,2,22.97666045,"Lung","Northern Ireland","Incidence"
2003,2,23.77046701,"Lung","Northern Ireland","Incidence"
2004,2,22.68744846,"Lung","Northern Ireland","Incidence"
2005,2,24.02355932,"Lung","Northern Ireland","Incidence"
2006,2,22.79561496,"Lung","Northern Ireland","Incidence"
2007,2,26.03749536,"Lung","Northern Ireland","Incidence"
2008,2,24.03885116,"Lung","Northern Ireland","Incidence"
2009,2,26.90714281,"Lung","Northern Ireland","Incidence"
2010,2,23.94426371,"Lung","Northern Ireland","Incidence"
2011,2,26.11923135,"Lung","Northern Ireland","Incidence"
2012,2,29.5193018,"Lung","Northern Ireland","Incidence"
2013,2,29.03546753,"Lung","Northern Ireland","Incidence"
1975,2,19.16333865,"Lung","Scotland","Incidence"
1976,2,20.37912875,"Lung","Scotland","Incidence"
1977,2,23.4189432,"Lung","Scotland","Incidence"
1978,2,24.89372164,"Lung","Scotland","Incidence"
1979,2,26.07193292,"Lung","Scotland","Incidence"
1980,2,25.477581,"Lung","Scotland","Incidence"
1981,2,26.58452833,"Lung","Scotland","Incidence"
1982,2,28.03202668,"Lung","Scotland","Incidence"
1983,2,27.81594504,"Lung","Scotland","Incidence"
1984,2,30.53068515,"Lung","Scotland","Incidence"
1985,2,30.83168479,"Lung","Scotland","Incidence"
1986,2,30.02603173,"Lung","Scotland","Incidence"
1987,2,31.7197741,"Lung","Scotland","Incidence"
1988,2,31.61193272,"Lung","Scotland","Incidence"
1989,2,31.80810767,"Lung","Scotland","Incidence"
1990,2,33.71138699,"Lung","Scotland","Incidence"
1991,2,33.29605341,"Lung","Scotland","Incidence"
1992,2,35.59983905,"Lung","Scotland","Incidence"
1993,2,34.17184866,"Lung","Scotland","Incidence"
1994,2,34.09814271,"Lung","Scotland","Incidence"
1995,2,34.3913602,"Lung","Scotland","Incidence"
1996,2,38.04051901,"Lung","Scotland","Incidence"
1997,2,36.07265068,"Lung","Scotland","Incidence"
1998,2,35.77966932,"Lung","Scotland","Incidence"
1999,2,34.07998244,"Lung","Scotland","Incidence"
2000,2,35.79307205,"Lung","Scotland","Incidence"
2001,2,32.71045443,"Lung","Scotland","Incidence"
2002,2,35.80249416,"Lung","Scotland","Incidence"
2003,2,35.27214402,"Lung","Scotland","Incidence"
2004,2,37.1183575,"Lung","Scotland","Incidence"
2005,2,36.43871568,"Lung","Scotland","Incidence"
2006,2,37.84458217,"Lung","Scotland","Incidence"
2007,2,38.97937706,"Lung","Scotland","Incidence"
2008,2,38.82555085,"Lung","Scotland","Incidence"
2009,2,38.47664231,"Lung","Scotland","Incidence"
2010,2,38.17248105,"Lung","Scotland","Incidence"
2011,2,39.02948495,"Lung","Scotland","Incidence"
2012,2,38.85364822,"Lung","Scotland","Incidence"
2013,2,39.35525498,"Lung","Scotland","Incidence"
1950,2,5.855123865,"Lung","England and Wales","Mortality"
1951,2,6.006542342,"Lung","England and Wales","Mortality"
1952,2,6.340207667,"Lung","England and Wales","Mortality"
1953,2,6.297178122,"Lung","England and Wales","Mortality"
1954,2,6.517428855,"Lung","England and Wales","Mortality"
1955,2,6.723372131,"Lung","England and Wales","Mortality"
1956,2,6.948938854,"Lung","England and Wales","Mortality"
1957,2,7.140799911,"Lung","England and Wales","Mortality"
1958,2,7.362742391,"Lung","England and Wales","Mortality"
1959,2,7.567114656,"Lung","England and Wales","Mortality"
1960,2,8.014975796,"Lung","England and Wales","Mortality"
1961,2,8.524012559,"Lung","England and Wales","Mortality"
1962,2,8.800462328,"Lung","England and Wales","Mortality"
1963,2,9.214744323,"Lung","England and Wales","Mortality"
1964,2,9.651168164,"Lung","England and Wales","Mortality"
1965,2,10.21242962,"Lung","England and Wales","Mortality"
1966,2,10.66911855,"Lung","England and Wales","Mortality"
1967,2,11.27502626,"Lung","England and Wales","Mortality"
1968,2,11.6832387,"Lung","England and Wales","Mortality"
1969,2,11.9825133,"Lung","England and Wales","Mortality"
1970,2,12.3569452,"Lung","England and Wales","Mortality"
1971,2,12.90605756,"Lung","England and Wales","Mortality"
1972,2,13.43775663,"Lung","England and Wales","Mortality"
1973,2,13.79494029,"Lung","England and Wales","Mortality"
1974,2,14.68586086,"Lung","England and Wales","Mortality"
1975,2,15.01578008,"Lung","England and Wales","Mortality"
1976,2,15.31989996,"Lung","England and Wales","Mortality"
1977,2,15.86751885,"Lung","England and Wales","Mortality"
1978,2,16.29929386,"Lung","England and Wales","Mortality"
1979,2,16.95674494,"Lung","England and Wales","Mortality"
1980,2,17.5958811,"Lung","England and Wales","Mortality"
1981,2,17.20193621,"Lung","England and Wales","Mortality"
1982,2,18.29226622,"Lung","England and Wales","Mortality"
1983,2,18.2828118,"Lung","England and Wales","Mortality"
1984,2,19.39710989,"Lung","England and Wales","Mortality"
1985,2,19.33861562,"Lung","England and Wales","Mortality"
1986,2,19.63245383,"Lung","England and Wales","Mortality"
1987,2,19.92125742,"Lung","England and Wales","Mortality"
1988,2,20.69810383,"Lung","England and Wales","Mortality"
1989,2,20.55162758,"Lung","England and Wales","Mortality"
1990,2,20.29218672,"Lung","England and Wales","Mortality"
1991,2,20.43538978,"Lung","England and Wales","Mortality"
1992,2,20.17443178,"Lung","England and Wales","Mortality"
1993,2,19.93349999,"Lung","England and Wales","Mortality"
1994,2,20.00265485,"Lung","England and Wales","Mortality"
1995,2,19.75733508,"Lung","England and Wales","Mortality"
1996,2,19.59603732,"Lung","England and Wales","Mortality"
1997,2,18.98915275,"Lung","England and Wales","Mortality"
1998,2,19.43162745,"Lung","England and Wales","Mortality"
1999,2,19.22047773,"Lung","England and Wales","Mortality"
2000,2,18.93496144,"Lung","England and Wales","Mortality"
2001,2,18.76762907,"Lung","England and Wales","Mortality"
2002,2,18.71230943,"Lung","England and Wales","Mortality"
2003,2,18.69428078,"Lung","England and Wales","Mortality"
2004,2,18.68572675,"Lung","England and Wales","Mortality"
2005,2,18.95920425,"Lung","England and Wales","Mortality"
2006,2,19.69536616,"Lung","England and Wales","Mortality"
2007,2,19.64103874,"Lung","England and Wales","Mortality"
2008,2,20.06667555,"Lung","England and Wales","Mortality"
2009,2,19.49940164,"Lung","England and Wales","Mortality"
2010,2,19.54894238,"Lung","England and Wales","Mortality"
2011,2,19.44720693,"Lung","England and Wales","Mortality"
2012,2,19.41536109,"Lung","England and Wales","Mortality"
2013,2,19.14061121,"Lung","England and Wales","Mortality"
2014,2,19.23173501,"Lung","England and Wales","Mortality"
2015,2,19.04991771,"Lung","England and Wales","Mortality"
2016,2,18.61428726,"Lung","England and Wales","Mortality"
1950,2,3.419830835,"Lung","Northern Ireland","Mortality"
1951,2,3.376948727,"Lung","Northern Ireland","Mortality"
1952,2,4.516480248,"Lung","Northern Ireland","Mortality"
1953,2,5.012785728,"Lung","Northern Ireland","Mortality"
1954,2,5.804747475,"Lung","Northern Ireland","Mortality"
1955,2,4.04119923,"Lung","Northern Ireland","Mortality"
1956,2,7.747938037,"Lung","Northern Ireland","Mortality"
1957,2,4.883959447,"Lung","Northern Ireland","Mortality"
1958,2,5.276868843,"Lung","Northern Ireland","Mortality"
1959,2,7.211549093,"Lung","Northern Ireland","Mortality"
1960,2,5.978564341,"Lung","Northern Ireland","Mortality"
1961,2,4.555511496,"Lung","Northern Ireland","Mortality"
1962,2,6.38896798,"Lung","Northern Ireland","Mortality"
1963,2,6.067991048,"Lung","Northern Ireland","Mortality"
1964,2,6.76800218,"Lung","Northern Ireland","Mortality"
1965,2,5.986856865,"Lung","Northern Ireland","Mortality"
1966,2,7.003391592,"Lung","Northern Ireland","Mortality"
1967,2,7.635058898,"Lung","Northern Ireland","Mortality"
1968,2,8.793045365,"Lung","Northern Ireland","Mortality"
1969,2,9.451034977,"Lung","Northern Ireland","Mortality"
1970,2,8.435476816,"Lung","Northern Ireland","Mortality"
1971,2,9.593417801,"Lung","Northern Ireland","Mortality"
1972,2,10.36523749,"Lung","Northern Ireland","Mortality"
1973,2,10.14747982,"Lung","Northern Ireland","Mortality"
1974,2,9.729048274,"Lung","Northern Ireland","Mortality"
1975,2,12.05650756,"Lung","Northern Ireland","Mortality"
1976,2,12.63280724,"Lung","Northern Ireland","Mortality"
1977,2,13.23079531,"Lung","Northern Ireland","Mortality"
1978,2,11.47303605,"Lung","Northern Ireland","Mortality"
1979,2,14.00026397,"Lung","Northern Ireland","Mortality"
1980,2,13.14813516,"Lung","Northern Ireland","Mortality"
1981,2,15.0645559,"Lung","Northern Ireland","Mortality"
1982,2,15.45287598,"Lung","Northern Ireland","Mortality"
1983,2,13.68903967,"Lung","Northern Ireland","Mortality"
1984,2,17.33863407,"Lung","Northern Ireland","Mortality"
1985,2,13.93351381,"Lung","Northern Ireland","Mortality"
1986,2,15.79690231,"Lung","Northern Ireland","Mortality"
1987,2,15.69443472,"Lung","Northern Ireland","Mortality"
1988,2,19.59435011,"Lung","Northern Ireland","Mortality"
1989,2,15.7514298,"Lung","Northern Ireland","Mortality"
1990,2,18.368418,"Lung","Northern Ireland","Mortality"
1991,2,15.58110219,"Lung","Northern Ireland","Mortality"
1992,2,17.57610895,"Lung","Northern Ireland","Mortality"
1993,2,20.07754342,"Lung","Northern Ireland","Mortality"
1994,2,16.95621116,"Lung","Northern Ireland","Mortality"
1995,2,18.97186343,"Lung","Northern Ireland","Mortality"
1996,2,19.21833496,"Lung","Northern Ireland","Mortality"
1997,2,17.53512213,"Lung","Northern Ireland","Mortality"
1998,2,19.37816189,"Lung","Northern Ireland","Mortality"
1999,2,18.94501179,"Lung","Northern Ireland","Mortality"
2000,2,20.91379307,"Lung","Northern Ireland","Mortality"
2001,2,18.02316371,"Lung","Northern Ireland","Mortality"
2002,2,19.10395408,"Lung","Northern Ireland","Mortality"
2003,2,19.03470669,"Lung","Northern Ireland","Mortality"
2004,2,19.6324051,"Lung","Northern Ireland","Mortality"
2005,2,18.27043167,"Lung","Northern Ireland","Mortality"
2006,2,19.07801482,"Lung","Northern Ireland","Mortality"
2007,2,19.33690708,"Lung","Northern Ireland","Mortality"
2008,2,19.60842882,"Lung","Northern Ireland","Mortality"
2009,2,21.31851008,"Lung","Northern Ireland","Mortality"
2010,2,21.05528689,"Lung","Northern Ireland","Mortality"
2011,2,18.64152846,"Lung","Northern Ireland","Mortality"
2012,2,21.71157588,"Lung","Northern Ireland","Mortality"
2013,2,19.6745044,"Lung","Northern Ireland","Mortality"
2014,2,22.72743766,"Lung","Northern Ireland","Mortality"
2015,2,21.78709465,"Lung","Northern Ireland","Mortality"
2016,2,23.51267101,"Lung","Northern Ireland","Mortality"
1950,2,8.163367674,"Lung","Scotland","Mortality"
1951,2,7.552268505,"Lung","Scotland","Mortality"
1952,2,6.601360576,"Lung","Scotland","Mortality"
1953,2,7.99027071,"Lung","Scotland","Mortality"
1954,2,7.704649693,"Lung","Scotland","Mortality"
1955,2,7.509301239,"Lung","Scotland","Mortality"
1956,2,7.823899465,"Lung","Scotland","Mortality"
1957,2,7.745138382,"Lung","Scotland","Mortality"
1958,2,8.606260022,"Lung","Scotland","Mortality"
1959,2,9.436634521,"Lung","Scotland","Mortality"
1960,2,8.651288243,"Lung","Scotland","Mortality"
1961,2,9.020547833,"Lung","Scotland","Mortality"
1962,2,9.291856037,"Lung","Scotland","Mortality"
1963,2,9.698766269,"Lung","Scotland","Mortality"
1964,2,11.21759211,"Lung","Scotland","Mortality"
1965,2,12.04790717,"Lung","Scotland","Mortality"
1966,2,11.58105308,"Lung","Scotland","Mortality"
1967,2,12.13174135,"Lung","Scotland","Mortality"
1968,2,12.96491886,"Lung","Scotland","Mortality"
1969,2,12.84345262,"Lung","Scotland","Mortality"
1970,2,14.34050928,"Lung","Scotland","Mortality"
1971,2,14.93070527,"Lung","Scotland","Mortality"
1972,2,16.18277507,"Lung","Scotland","Mortality"
1973,2,16.2622029,"Lung","Scotland","Mortality"
1974,2,18.55856712,"Lung","Scotland","Mortality"
1975,2,16.26772252,"Lung","Scotland","Mortality"
1976,2,18.0591426,"Lung","Scotland","Mortality"
1977,2,19.65671731,"Lung","Scotland","Mortality"
1978,2,22.41809111,"Lung","Scotland","Mortality"
1979,2,22.79826252,"Lung","Scotland","Mortality"
1980,2,21.49927154,"Lung","Scotland","Mortality"
1981,2,23.74319095,"Lung","Scotland","Mortality"
1982,2,25.17436326,"Lung","Scotland","Mortality"
1983,2,24.58321803,"Lung","Scotland","Mortality"
1984,2,26.52510763,"Lung","Scotland","Mortality"
1985,2,26.70526751,"Lung","Scotland","Mortality"
1986,2,26.00606559,"Lung","Scotland","Mortality"
1987,2,27.63656728,"Lung","Scotland","Mortality"
1988,2,27.41036183,"Lung","Scotland","Mortality"
1989,2,28.14700525,"Lung","Scotland","Mortality"
1990,2,28.74029547,"Lung","Scotland","Mortality"
1991,2,28.70734514,"Lung","Scotland","Mortality"
1992,2,29.53856631,"Lung","Scotland","Mortality"
1993,2,29.0867387,"Lung","Scotland","Mortality"
1994,2,29.59339743,"Lung","Scotland","Mortality"
1995,2,29.61108774,"Lung","Scotland","Mortality"
1996,2,30.65660835,"Lung","Scotland","Mortality"
1997,2,29.4916308,"Lung","Scotland","Mortality"
1998,2,28.79047071,"Lung","Scotland","Mortality"
1999,2,29.01830655,"Lung","Scotland","Mortality"
2000,2,29.73167408,"Lung","Scotland","Mortality"
2001,2,27.96326043,"Lung","Scotland","Mortality"
2002,2,29.38586461,"Lung","Scotland","Mortality"
2003,2,28.27442895,"Lung","Scotland","Mortality"
2004,2,29.02904184,"Lung","Scotland","Mortality"
2005,2,29.33981953,"Lung","Scotland","Mortality"
2006,2,30.75780463,"Lung","Scotland","Mortality"
2007,2,30.01116739,"Lung","Scotland","Mortality"
2008,2,30.52348557,"Lung","Scotland","Mortality"
2009,2,29.95880639,"Lung","Scotland","Mortality"
2010,2,29.83374138,"Lung","Scotland","Mortality"
2011,2,29.54465239,"Lung","Scotland","Mortality"
2012,2,30.39772034,"Lung","Scotland","Mortality"
2013,2,28.68040276,"Lung","Scotland","Mortality"
2014,2,28.20514799,"Lung","Scotland","Mortality"
2015,2,27.43883144,"Lung","Scotland","Mortality"
2016,2,26.1804174,"Lung","Scotland","Mortality"
2017,2,26.88524731,"Lung","Scotland","Mortality"
2018,2,26.4306676,"Lung","Scotland","Mortality"
1971,2,2.604991465,"Oesophagus","England and Wales","Incidence"
1972,2,2.661713023,"Oesophagus","England and Wales","Incidence"
1973,2,2.819551751,"Oesophagus","England and Wales","Incidence"
1974,2,2.84369927,"Oesophagus","England and Wales","Incidence"
1975,2,2.930157679,"Oesophagus","England and Wales","Incidence"
1976,2,2.912989505,"Oesophagus","England and Wales","Incidence"
1977,2,2.990599233,"Oesophagus","England and Wales","Incidence"
1978,2,3.105134305,"Oesophagus","England and Wales","Incidence"
1979,2,2.882845056,"Oesophagus","England and Wales","Incidence"
1980,2,2.985680329,"Oesophagus","England and Wales","Incidence"
1981,2,3.216478251,"Oesophagus","England and Wales","Incidence"
1982,2,3.172548088,"Oesophagus","England and Wales","Incidence"
1983,2,3.148756126,"Oesophagus","England and Wales","Incidence"
1984,2,3.293559518,"Oesophagus","England and Wales","Incidence"
1985,2,3.23534357,"Oesophagus","England and Wales","Incidence"
1986,2,3.218621424,"Oesophagus","England and Wales","Incidence"
1987,2,3.260887004,"Oesophagus","England and Wales","Incidence"
1988,2,3.311893695,"Oesophagus","England and Wales","Incidence"
1989,2,3.530030838,"Oesophagus","England and Wales","Incidence"
1990,2,3.44622791,"Oesophagus","England and Wales","Incidence"
1991,2,3.497458137,"Oesophagus","England and Wales","Incidence"
1992,2,3.653775784,"Oesophagus","England and Wales","Incidence"
1993,2,3.614660121,"Oesophagus","England and Wales","Incidence"
1994,2,3.761655006,"Oesophagus","England and Wales","Incidence"
1995,2,3.511579958,"Oesophagus","England and Wales","Incidence"
1996,2,3.356867434,"Oesophagus","England and Wales","Incidence"
1997,2,3.536166558,"Oesophagus","England and Wales","Incidence"
1998,2,3.534710758,"Oesophagus","England and Wales","Incidence"
1999,2,3.73077154,"Oesophagus","England and Wales","Incidence"
2000,2,3.609825655,"Oesophagus","England and Wales","Incidence"
2001,2,3.626702888,"Oesophagus","England and Wales","Incidence"
2002,2,3.517909814,"Oesophagus","England and Wales","Incidence"
2003,2,3.538862625,"Oesophagus","England and Wales","Incidence"
2004,2,3.411036307,"Oesophagus","England and Wales","Incidence"
2005,2,3.540332949,"Oesophagus","England and Wales","Incidence"
2006,2,3.593085604,"Oesophagus","England and Wales","Incidence"
2007,2,3.489579089,"Oesophagus","England and Wales","Incidence"
2008,2,3.466713531,"Oesophagus","England and Wales","Incidence"
2009,2,3.426754711,"Oesophagus","England and Wales","Incidence"
2010,2,3.404896184,"Oesophagus","England and Wales","Incidence"
2011,2,3.364870341,"Oesophagus","England and Wales","Incidence"
2012,2,3.537210061,"Oesophagus","England and Wales","Incidence"
2013,2,3.511732744,"Oesophagus","England and Wales","Incidence"
2014,2,3.389385593,"Oesophagus","England and Wales","Incidence"
2015,2,3.387953695,"Oesophagus","England and Wales","Incidence"
2016,2,3.271796917,"Oesophagus","England and Wales","Incidence"
2017,2,3.160570764,"Oesophagus","England and Wales","Incidence"
1993,2,3.422764001,"Oesophagus","Northern Ireland","Incidence"
1994,2,2.987897521,"Oesophagus","Northern Ireland","Incidence"
1995,2,3.317200047,"Oesophagus","Northern Ireland","Incidence"
1996,2,3.353827155,"Oesophagus","Northern Ireland","Incidence"
1997,2,3.966548366,"Oesophagus","Northern Ireland","Incidence"
1998,2,2.776243842,"Oesophagus","Northern Ireland","Incidence"
1999,2,3.695792143,"Oesophagus","Northern Ireland","Incidence"
2000,2,4.049156023,"Oesophagus","Northern Ireland","Incidence"
2001,2,3.462559172,"Oesophagus","Northern Ireland","Incidence"
2002,2,3.131990666,"Oesophagus","Northern Ireland","Incidence"
2003,2,2.991962744,"Oesophagus","Northern Ireland","Incidence"
2004,2,2.514935768,"Oesophagus","Northern Ireland","Incidence"
2005,2,2.524195314,"Oesophagus","Northern Ireland","Incidence"
2006,2,3.492597761,"Oesophagus","Northern Ireland","Incidence"
2007,2,3.799902926,"Oesophagus","Northern Ireland","Incidence"
2008,2,2.953528892,"Oesophagus","Northern Ireland","Incidence"
2009,2,2.724624509,"Oesophagus","Northern Ireland","Incidence"
2010,2,3.187725881,"Oesophagus","Northern Ireland","Incidence"
2011,2,3.049416565,"Oesophagus","Northern Ireland","Incidence"
2012,2,4.166447353,"Oesophagus","Northern Ireland","Incidence"
2013,2,3.255985471,"Oesophagus","Northern Ireland","Incidence"
1975,2,4.357948545,"Oesophagus","Scotland","Incidence"
1976,2,4.055959563,"Oesophagus","Scotland","Incidence"
1977,2,4.264421065,"Oesophagus","Scotland","Incidence"
1978,2,4.146677155,"Oesophagus","Scotland","Incidence"
1979,2,4.127939818,"Oesophagus","Scotland","Incidence"
1980,2,4.238750142,"Oesophagus","Scotland","Incidence"
1981,2,4.370430429,"Oesophagus","Scotland","Incidence"
1982,2,4.392942629,"Oesophagus","Scotland","Incidence"
1983,2,4.33033968,"Oesophagus","Scotland","Incidence"
1984,2,4.584392451,"Oesophagus","Scotland","Incidence"
1985,2,3.893229934,"Oesophagus","Scotland","Incidence"
1986,2,3.823213332,"Oesophagus","Scotland","Incidence"
1987,2,4.417067185,"Oesophagus","Scotland","Incidence"
1988,2,4.534210214,"Oesophagus","Scotland","Incidence"
1989,2,4.861128282,"Oesophagus","Scotland","Incidence"
1990,2,4.883746485,"Oesophagus","Scotland","Incidence"
1991,2,4.865262781,"Oesophagus","Scotland","Incidence"
1992,2,5.290366028,"Oesophagus","Scotland","Incidence"
1993,2,5.877130986,"Oesophagus","Scotland","Incidence"
1994,2,5.351162245,"Oesophagus","Scotland","Incidence"
1995,2,5.415613253,"Oesophagus","Scotland","Incidence"
1996,2,5.625222683,"Oesophagus","Scotland","Incidence"
1997,2,5.101601092,"Oesophagus","Scotland","Incidence"
1998,2,4.601339278,"Oesophagus","Scotland","Incidence"
1999,2,5.324501337,"Oesophagus","Scotland","Incidence"
2000,2,4.507031254,"Oesophagus","Scotland","Incidence"
2001,2,4.305053885,"Oesophagus","Scotland","Incidence"
2002,2,4.773371343,"Oesophagus","Scotland","Incidence"
2003,2,4.432142123,"Oesophagus","Scotland","Incidence"
2004,2,5.130844504,"Oesophagus","Scotland","Incidence"
2005,2,4.68260988,"Oesophagus","Scotland","Incidence"
2006,2,4.415859004,"Oesophagus","Scotland","Incidence"
2007,2,4.312530858,"Oesophagus","Scotland","Incidence"
2008,2,4.14985588,"Oesophagus","Scotland","Incidence"
2009,2,4.355911918,"Oesophagus","Scotland","Incidence"
2010,2,4.753816662,"Oesophagus","Scotland","Incidence"
2011,2,4.21842703,"Oesophagus","Scotland","Incidence"
2012,2,4.276786654,"Oesophagus","Scotland","Incidence"
2013,2,4.548913375,"Oesophagus","Scotland","Incidence"
1950,2,2.247442203,"Oesophagus","England and Wales","Mortality"
1951,2,2.249332768,"Oesophagus","England and Wales","Mortality"
1952,2,2.225029616,"Oesophagus","England and Wales","Mortality"
1953,2,2.217525437,"Oesophagus","England and Wales","Mortality"
1954,2,2.321326782,"Oesophagus","England and Wales","Mortality"
1955,2,2.317418108,"Oesophagus","England and Wales","Mortality"
1956,2,2.32160947,"Oesophagus","England and Wales","Mortality"
1957,2,2.252787872,"Oesophagus","England and Wales","Mortality"
1958,2,2.278361798,"Oesophagus","England and Wales","Mortality"
1959,2,2.167074365,"Oesophagus","England and Wales","Mortality"
1960,2,2.273503672,"Oesophagus","England and Wales","Mortality"
1961,2,2.347052985,"Oesophagus","England and Wales","Mortality"
1962,2,2.303119766,"Oesophagus","England and Wales","Mortality"
1963,2,2.300879462,"Oesophagus","England and Wales","Mortality"
1964,2,2.558689671,"Oesophagus","England and Wales","Mortality"
1965,2,2.379359833,"Oesophagus","England and Wales","Mortality"
1966,2,2.4550259,"Oesophagus","England and Wales","Mortality"
1967,2,2.487844424,"Oesophagus","England and Wales","Mortality"
1968,2,2.476080169,"Oesophagus","England and Wales","Mortality"
1969,2,2.615844394,"Oesophagus","England and Wales","Mortality"
1970,2,2.529899093,"Oesophagus","England and Wales","Mortality"
1971,2,2.629841592,"Oesophagus","England and Wales","Mortality"
1972,2,2.532258572,"Oesophagus","England and Wales","Mortality"
1973,2,2.712830123,"Oesophagus","England and Wales","Mortality"
1974,2,2.806016702,"Oesophagus","England and Wales","Mortality"
1975,2,2.69362351,"Oesophagus","England and Wales","Mortality"
1976,2,2.806207868,"Oesophagus","England and Wales","Mortality"
1977,2,2.863108574,"Oesophagus","England and Wales","Mortality"
1978,2,2.937202563,"Oesophagus","England and Wales","Mortality"
1979,2,2.813629905,"Oesophagus","England and Wales","Mortality"
1980,2,2.819272392,"Oesophagus","England and Wales","Mortality"
1981,2,2.688625351,"Oesophagus","England and Wales","Mortality"
1982,2,2.867715082,"Oesophagus","England and Wales","Mortality"
1983,2,2.859930157,"Oesophagus","England and Wales","Mortality"
1984,2,3.055889631,"Oesophagus","England and Wales","Mortality"
1985,2,2.996583191,"Oesophagus","England and Wales","Mortality"
1986,2,3.027291383,"Oesophagus","England and Wales","Mortality"
1987,2,3.001468909,"Oesophagus","England and Wales","Mortality"
1988,2,2.969235586,"Oesophagus","England and Wales","Mortality"
1989,2,3.172550347,"Oesophagus","England and Wales","Mortality"
1990,2,3.246845015,"Oesophagus","England and Wales","Mortality"
1991,2,3.158991872,"Oesophagus","England and Wales","Mortality"
1992,2,3.137801318,"Oesophagus","England and Wales","Mortality"
1993,2,3.254297894,"Oesophagus","England and Wales","Mortality"
1994,2,3.177856559,"Oesophagus","England and Wales","Mortality"
1995,2,3.312373368,"Oesophagus","England and Wales","Mortality"
1996,2,3.254049665,"Oesophagus","England and Wales","Mortality"
1997,2,3.217549133,"Oesophagus","England and Wales","Mortality"
1998,2,3.05644196,"Oesophagus","England and Wales","Mortality"
1999,2,3.265031528,"Oesophagus","England and Wales","Mortality"
2000,2,3.19246392,"Oesophagus","England and Wales","Mortality"
2001,2,3.057945058,"Oesophagus","England and Wales","Mortality"
2002,2,3.219697879,"Oesophagus","England and Wales","Mortality"
2003,2,3.114441425,"Oesophagus","England and Wales","Mortality"
2004,2,3.020181509,"Oesophagus","England and Wales","Mortality"
2005,2,2.991822479,"Oesophagus","England and Wales","Mortality"
2006,2,3.06579295,"Oesophagus","England and Wales","Mortality"
2007,2,2.984314977,"Oesophagus","England and Wales","Mortality"
2008,2,2.950194558,"Oesophagus","England and Wales","Mortality"
2009,2,2.830783312,"Oesophagus","England and Wales","Mortality"
2010,2,2.747602843,"Oesophagus","England and Wales","Mortality"
2011,2,2.644991594,"Oesophagus","England and Wales","Mortality"
2012,2,2.693556145,"Oesophagus","England and Wales","Mortality"
2013,2,2.666010782,"Oesophagus","England and Wales","Mortality"
2014,2,2.669709882,"Oesophagus","England and Wales","Mortality"
2015,2,2.594769611,"Oesophagus","England and Wales","Mortality"
2016,2,2.600175554,"Oesophagus","England and Wales","Mortality"
1950,2,3.286261907,"Oesophagus","Northern Ireland","Mortality"
