"","year","age_group","variable","sex","cancer_site","PAF","count","attributable","rate_type","incidence_rate"
"822",2016,"50+","BMI","Men","Liver",0.24377858147483,3297,804,"Rate",34.7
"823",2017,"50+","BMI","Men","Liver",0.251247741001381,3289,827,"Rate",34
"824",2018,"50+","BMI","Men","Liver",0.253293688621841,3377,856,"Rate",34.3
"825",2019,"50+","BMI","Men","Liver",0.257289951675821,3645,938,"Rate",36.5
"826",2005,"50+","BMI","Men","Liver",0.202819403186866,1514,308,"attributable_rate",3.91441448150651
"827",2006,"50+","BMI","Men","Liver",0.205706980486998,1662,342,"attributable_rate",4.29927589217825
"828",2007,"50+","BMI","Men","Liver",0.210291436186484,1762,371,"attributable_rate",4.605382452484
"829",2008,"50+","BMI","Men","Liver",0.21143069726512,1848,391,"attributable_rate",4.77833375819171
"830",2009,"50+","BMI","Men","Liver",0.217351246220319,2017,439,"attributable_rate",5.28163528315374
"831",2010,"50+","BMI","Men","Liver",0.22290681808117,2192,489,"attributable_rate",5.7732865883023
"832",2011,"50+","BMI","Men","Liver",0.231361006118825,2292,531,"attributable_rate",6.15420276276075
"833",2012,"50+","BMI","Men","Liver",0.235314729535102,2565,604,"attributable_rate",6.87119010242498
"834",2013,"50+","BMI","Men","Liver",0.240207402155017,2899,697,"attributable_rate",7.78271982982256
"835",2014,"50+","BMI","Men","Liver",0.23928633908218,2989,716,"attributable_rate",7.82466328798729
"836",2015,"50+","BMI","Men","Liver",0.241634789196127,3024,731,"attributable_rate",7.82896716995451
"837",2016,"50+","BMI","Men","Liver",0.24377858147483,3297,804,"attributable_rate",8.4591167771766
"838",2017,"50+","BMI","Men","Liver",0.251247741001381,3289,827,"attributable_rate",8.54242319404696
"839",2018,"50+","BMI","Men","Liver",0.253293688621841,3377,856,"attributable_rate",8.68797351972914
"840",2019,"50+","BMI","Men","Liver",0.257289951675821,3645,938,"attributable_rate",9.39108323616748
"841",2005,"50+","BMI","Men","Liver",0.202819403186866,1514,308,"non_attributable_rate",15.3855855184935
"842",2006,"50+","BMI","Men","Liver",0.205706980486998,1662,342,"non_attributable_rate",16.6007241078217
"843",2007,"50+","BMI","Men","Liver",0.210291436186484,1762,371,"non_attributable_rate",17.294617547516
"844",2008,"50+","BMI","Men","Liver",0.21143069726512,1848,391,"non_attributable_rate",17.8216662418083
"845",2009,"50+","BMI","Men","Liver",0.217351246220319,2017,439,"non_attributable_rate",19.0183647168463
"846",2010,"50+","BMI","Men","Liver",0.22290681808117,2192,489,"non_attributable_rate",20.1267134116977
"847",2011,"50+","BMI","Men","Liver",0.231361006118825,2292,531,"non_attributable_rate",20.4457972372393
"848",2012,"50+","BMI","Men","Liver",0.235314729535102,2565,604,"non_attributable_rate",22.328809897575
"849",2013,"50+","BMI","Men","Liver",0.240207402155017,2899,697,"non_attributable_rate",24.6172801701774
"850",2014,"50+","BMI","Men","Liver",0.23928633908218,2989,716,"non_attributable_rate",24.8753367120127
"851",2015,"50+","BMI","Men","Liver",0.241634789196127,3024,731,"non_attributable_rate",24.5710328300455
"852",2016,"50+","BMI","Men","Liver",0.24377858147483,3297,804,"non_attributable_rate",26.2408832228234
"853",2017,"50+","BMI","Men","Liver",0.251247741001381,3289,827,"non_attributable_rate",25.457576805953
"854",2018,"50+","BMI","Men","Liver",0.253293688621841,3377,856,"non_attributable_rate",25.6120264802709
"855",2019,"50+","BMI","Men","Liver",0.257289951675821,3645,938,"non_attributable_rate",27.1089167638325
"856",2005,"50+","BMI","Men","MultipleMyeloma",0.0923938977968738,1886,175,"Rate",24
"857",2006,"50+","BMI","Men","MultipleMyeloma",0.0934525243350519,2002,188,"Rate",25.2
"858",2007,"50+","BMI","Men","MultipleMyeloma",0.0955213403513057,2068,198,"Rate",25.7
"859",2008,"50+","BMI","Men","MultipleMyeloma",0.0959624164467636,2305,222,"Rate",28.1
"860",2009,"50+","BMI","Men","MultipleMyeloma",0.0980673195592584,2367,233,"Rate",28.5
"861",2010,"50+","BMI","Men","MultipleMyeloma",0.0996297581883347,2335,233,"Rate",27.5
"862",2011,"50+","BMI","Men","MultipleMyeloma",0.102263505192616,2384,244,"Rate",27.6
"863",2012,"50+","BMI","Men","MultipleMyeloma",0.103252198694947,2542,263,"Rate",28.9
"864",2013,"50+","BMI","Men","MultipleMyeloma",0.104485460466828,3228,338,"Rate",36.1
"865",2014,"50+","BMI","Men","MultipleMyeloma",0.103914459273598,3129,326,"Rate",34.2
"866",2015,"50+","BMI","Men","MultipleMyeloma",0.104441042695447,3174,332,"Rate",34.1
"867",2016,"50+","BMI","Men","MultipleMyeloma",0.104690628356905,3274,343,"Rate",34.4
"868",2017,"50+","BMI","Men","MultipleMyeloma",0.10697665610207,3487,374,"Rate",36.1
"869",2018,"50+","BMI","Men","MultipleMyeloma",0.107808344727465,3486,376,"Rate",35.4
"870",2019,"50+","BMI","Men","MultipleMyeloma",0.109369709804845,3739,409,"Rate",37.4
"871",2005,"50+","BMI","Men","MultipleMyeloma",0.0923938977968738,1886,175,"attributable_rate",2.21745354712497
"872",2006,"50+","BMI","Men","MultipleMyeloma",0.0934525243350519,2002,188,"attributable_rate",2.35500361324331
"873",2007,"50+","BMI","Men","MultipleMyeloma",0.0955213403513057,2068,198,"attributable_rate",2.45489844702856
"874",2008,"50+","BMI","Men","MultipleMyeloma",0.0959624164467636,2305,222,"attributable_rate",2.69654390215406
"875",2009,"50+","BMI","Men","MultipleMyeloma",0.0980673195592584,2367,233,"attributable_rate",2.79491860743886
"876",2010,"50+","BMI","Men","MultipleMyeloma",0.0996297581883347,2335,233,"attributable_rate",2.7398183501792
"877",2011,"50+","BMI","Men","MultipleMyeloma",0.102263505192616,2384,244,"attributable_rate",2.82247274331619
"878",2012,"50+","BMI","Men","MultipleMyeloma",0.103252198694947,2542,263,"attributable_rate",2.98398854228397
"879",2013,"50+","BMI","Men","MultipleMyeloma",0.104485460466828,3228,338,"attributable_rate",3.77192512285247
"880",2014,"50+","BMI","Men","MultipleMyeloma",0.103914459273598,3129,326,"attributable_rate",3.55387450715704
"881",2015,"50+","BMI","Men","MultipleMyeloma",0.104441042695447,3174,332,"attributable_rate",3.56143955591475
"882",2016,"50+","BMI","Men","MultipleMyeloma",0.104690628356905,3274,343,"attributable_rate",3.60135761547752
"883",2017,"50+","BMI","Men","MultipleMyeloma",0.10697665610207,3487,374,"attributable_rate",3.86185728528471
"884",2018,"50+","BMI","Men","MultipleMyeloma",0.107808344727465,3486,376,"attributable_rate",3.81641540335225
"885",2019,"50+","BMI","Men","MultipleMyeloma",0.109369709804845,3739,409,"attributable_rate",4.09042714670121
"886",2005,"50+","BMI","Men","MultipleMyeloma",0.0923938977968738,1886,175,"non_attributable_rate",21.782546452875
"887",2006,"50+","BMI","Men","MultipleMyeloma",0.0934525243350519,2002,188,"non_attributable_rate",22.8449963867567
"888",2007,"50+","BMI","Men","MultipleMyeloma",0.0955213403513057,2068,198,"non_attributable_rate",23.2451015529714
"889",2008,"50+","BMI","Men","MultipleMyeloma",0.0959624164467636,2305,222,"non_attributable_rate",25.4034560978459
"890",2009,"50+","BMI","Men","MultipleMyeloma",0.0980673195592584,2367,233,"non_attributable_rate",25.7050813925611
"891",2010,"50+","BMI","Men","MultipleMyeloma",0.0996297581883347,2335,233,"non_attributable_rate",24.7601816498208
"892",2011,"50+","BMI","Men","MultipleMyeloma",0.102263505192616,2384,244,"non_attributable_rate",24.7775272566838
"893",2012,"50+","BMI","Men","MultipleMyeloma",0.103252198694947,2542,263,"non_attributable_rate",25.916011457716
"894",2013,"50+","BMI","Men","MultipleMyeloma",0.104485460466828,3228,338,"non_attributable_rate",32.3280748771475
"895",2014,"50+","BMI","Men","MultipleMyeloma",0.103914459273598,3129,326,"non_attributable_rate",30.646125492843
"896",2015,"50+","BMI","Men","MultipleMyeloma",0.104441042695447,3174,332,"non_attributable_rate",30.5385604440853
"897",2016,"50+","BMI","Men","MultipleMyeloma",0.104690628356905,3274,343,"non_attributable_rate",30.7986423845225
"898",2017,"50+","BMI","Men","MultipleMyeloma",0.10697665610207,3487,374,"non_attributable_rate",32.2381427147153
"899",2018,"50+","BMI","Men","MultipleMyeloma",0.107808344727465,3486,376,"non_attributable_rate",31.5835845966477
"900",2019,"50+","BMI","Men","MultipleMyeloma",0.109369709804845,3739,409,"non_attributable_rate",33.3095728532988
"901",2005,"50+","BMI","Men","Pancreas",0.118261862379744,2990,354,"Rate",38.1
"902",2006,"50+","BMI","Men","Pancreas",0.120169449903015,3136,377,"Rate",39.5
"903",2007,"50+","BMI","Men","Pancreas",0.123173394811068,3094,382,"Rate",38.4
"904",2008,"50+","BMI","Men","Pancreas",0.123929310366961,3366,418,"Rate",41.1
"905",2009,"50+","BMI","Men","Pancreas",0.127891029608916,3379,433,"Rate",40.6
"906",2010,"50+","BMI","Men","Pancreas",0.131671321073981,3461,456,"Rate",40.9
"907",2011,"50+","BMI","Men","Pancreas",0.137443507650517,3542,487,"Rate",41.1
"908",2012,"50+","BMI","Men","Pancreas",0.140184088570269,3769,529,"Rate",42.9
"909",2013,"50+","BMI","Men","Pancreas",0.143590683794733,3988,573,"Rate",44.5
"910",2014,"50+","BMI","Men","Pancreas",0.142979623948226,3969,568,"Rate",43.4
"911",2015,"50+","BMI","Men","Pancreas",0.144625501598323,4123,597,"Rate",44.2
"912",2016,"50+","BMI","Men","Pancreas",0.146152963188333,4323,632,"Rate",45.5
"913",2017,"50+","BMI","Men","Pancreas",0.151370532246014,4483,679,"Rate",46.3
"914",2018,"50+","BMI","Men","Pancreas",0.152788316281698,4473,684,"Rate",45.5
"915",2019,"50+","BMI","Men","Pancreas",0.155572923047625,4588,714,"Rate",45.9
"916",2005,"50+","BMI","Men","Pancreas",0.118261862379744,2990,354,"attributable_rate",4.50577695666825
"917",2006,"50+","BMI","Men","Pancreas",0.120169449903015,3136,377,"attributable_rate",4.7466932711691
"918",2007,"50+","BMI","Men","Pancreas",0.123173394811068,3094,382,"attributable_rate",4.72985836074501
"919",2008,"50+","BMI","Men","Pancreas",0.123929310366961,3366,418,"attributable_rate",5.09349465608209
"920",2009,"50+","BMI","Men","Pancreas",0.127891029608916,3379,433,"attributable_rate",5.19237580212199
"921",2010,"50+","BMI","Men","Pancreas",0.131671321073981,3461,456,"attributable_rate",5.38535703192584
"922",2011,"50+","BMI","Men","Pancreas",0.137443507650517,3542,487,"attributable_rate",5.64892816443624
"923",2012,"50+","BMI","Men","Pancreas",0.140184088570269,3769,529,"attributable_rate",6.01389739966453
"924",2013,"50+","BMI","Men","Pancreas",0.143590683794733,3988,573,"attributable_rate",6.38978542886564
"925",2014,"50+","BMI","Men","Pancreas",0.142979623948226,3969,568,"attributable_rate",6.20531567935299
"926",2015,"50+","BMI","Men","Pancreas",0.144625501598323,4123,597,"attributable_rate",6.3924471706459
"927",2016,"50+","BMI","Men","Pancreas",0.146152963188333,4323,632,"attributable_rate",6.64995982506915
"928",2017,"50+","BMI","Men","Pancreas",0.151370532246014,4483,679,"attributable_rate",7.00845564299045
"929",2018,"50+","BMI","Men","Pancreas",0.152788316281698,4473,684,"attributable_rate",6.95186839081724
"930",2019,"50+","BMI","Men","Pancreas",0.155572923047625,4588,714,"attributable_rate",7.14079716788599
"931",2005,"50+","BMI","Men","Pancreas",0.118261862379744,2990,354,"non_attributable_rate",33.5942230433318
"932",2006,"50+","BMI","Men","Pancreas",0.120169449903015,3136,377,"non_attributable_rate",34.7533067288309
"933",2007,"50+","BMI","Men","Pancreas",0.123173394811068,3094,382,"non_attributable_rate",33.670141639255
"934",2008,"50+","BMI","Men","Pancreas",0.123929310366961,3366,418,"non_attributable_rate",36.0065053439179
"935",2009,"50+","BMI","Men","Pancreas",0.127891029608916,3379,433,"non_attributable_rate",35.407624197878
"936",2010,"50+","BMI","Men","Pancreas",0.131671321073981,3461,456,"non_attributable_rate",35.5146429680742
"937",2011,"50+","BMI","Men","Pancreas",0.137443507650517,3542,487,"non_attributable_rate",35.4510718355638
"938",2012,"50+","BMI","Men","Pancreas",0.140184088570269,3769,529,"non_attributable_rate",36.8861026003355
"939",2013,"50+","BMI","Men","Pancreas",0.143590683794733,3988,573,"non_attributable_rate",38.1102145711344
"940",2014,"50+","BMI","Men","Pancreas",0.142979623948226,3969,568,"non_attributable_rate",37.194684320647
"941",2015,"50+","BMI","Men","Pancreas",0.144625501598323,4123,597,"non_attributable_rate",37.8075528293541
"942",2016,"50+","BMI","Men","Pancreas",0.146152963188333,4323,632,"non_attributable_rate",38.8500401749309
"943",2017,"50+","BMI","Men","Pancreas",0.151370532246014,4483,679,"non_attributable_rate",39.2915443570095
"944",2018,"50+","BMI","Men","Pancreas",0.152788316281698,4473,684,"non_attributable_rate",38.5481316091828
"945",2019,"50+","BMI","Men","Pancreas",0.155572923047625,4588,714,"non_attributable_rate",38.759202832114
"946",2005,"50+","BMI","Men","Thyroid",0.0938722399249693,231,22,"Rate",2.9
"947",2006,"50+","BMI","Men","Thyroid",0.0951491766387412,276,27,"Rate",3.5
"948",2007,"50+","BMI","Men","Thyroid",0.0973973199932804,314,31,"Rate",3.9
"949",2008,"50+","BMI","Men","Thyroid",0.0979165736263825,289,29,"Rate",3.5
"950",2009,"50+","BMI","Men","Thyroid",0.10051838007379,325,33,"Rate",3.9
"951",2010,"50+","BMI","Men","Thyroid",0.102742648289519,400,42,"Rate",4.7
"952",2011,"50+","BMI","Men","Thyroid",0.106290719341588,383,41,"Rate",4.4
"953",2012,"50+","BMI","Men","Thyroid",0.107825178798402,432,47,"Rate",4.9
"954",2013,"50+","BMI","Men","Thyroid",0.109737970174496,476,53,"Rate",5.3
"955",2014,"50+","BMI","Men","Thyroid",0.109190729340663,533,59,"Rate",5.8
"956",2015,"50+","BMI","Men","Thyroid",0.110075584617021,518,58,"Rate",5.6
"957",2016,"50+","BMI","Men","Thyroid",0.110758391090269,530,59,"Rate",5.6
"958",2017,"50+","BMI","Men","Thyroid",0.113929703269145,605,69,"Rate",6.3
"959",2018,"50+","BMI","Men","Thyroid",0.114914777034843,621,72,"Rate",6.3
"960",2019,"50+","BMI","Men","Thyroid",0.116808823498809,593,70,"Rate",5.9
"961",2005,"50+","BMI","Men","Thyroid",0.0938722399249693,231,22,"attributable_rate",0.272229495782411
"962",2006,"50+","BMI","Men","Thyroid",0.0951491766387412,276,27,"attributable_rate",0.333022118235594
"963",2007,"50+","BMI","Men","Thyroid",0.0973973199932804,314,31,"attributable_rate",0.379849547973793
"964",2008,"50+","BMI","Men","Thyroid",0.0979165736263825,289,29,"attributable_rate",0.342708007692339
"965",2009,"50+","BMI","Men","Thyroid",0.10051838007379,325,33,"attributable_rate",0.392021682287779
"966",2010,"50+","BMI","Men","Thyroid",0.102742648289519,400,42,"attributable_rate",0.482890446960738
"967",2011,"50+","BMI","Men","Thyroid",0.106290719341588,383,41,"attributable_rate",0.467679165102988
"968",2012,"50+","BMI","Men","Thyroid",0.107825178798402,432,47,"attributable_rate",0.52834337611217
"969",2013,"50+","BMI","Men","Thyroid",0.109737970174496,476,53,"attributable_rate",0.581611241924831
"970",2014,"50+","BMI","Men","Thyroid",0.109190729340663,533,59,"attributable_rate",0.633306230175843
"971",2015,"50+","BMI","Men","Thyroid",0.110075584617021,518,58,"attributable_rate",0.616423273855317
"972",2016,"50+","BMI","Men","Thyroid",0.110758391090269,530,59,"attributable_rate",0.620246990105505
"973",2017,"50+","BMI","Men","Thyroid",0.113929703269145,605,69,"attributable_rate",0.717757130595612
"974",2018,"50+","BMI","Men","Thyroid",0.114914777034843,621,72,"attributable_rate",0.723963095319514
"975",2019,"50+","BMI","Men","Thyroid",0.116808823498809,593,70,"attributable_rate",0.689172058642975
"976",2005,"50+","BMI","Men","Thyroid",0.0938722399249693,231,22,"non_attributable_rate",2.62777050421759
"977",2006,"50+","BMI","Men","Thyroid",0.0951491766387412,276,27,"non_attributable_rate",3.16697788176441
"978",2007,"50+","BMI","Men","Thyroid",0.0973973199932804,314,31,"non_attributable_rate",3.52015045202621
"979",2008,"50+","BMI","Men","Thyroid",0.0979165736263825,289,29,"non_attributable_rate",3.15729199230766
"980",2009,"50+","BMI","Men","Thyroid",0.10051838007379,325,33,"non_attributable_rate",3.50797831771222
"981",2010,"50+","BMI","Men","Thyroid",0.102742648289519,400,42,"non_attributable_rate",4.21710955303926
"982",2011,"50+","BMI","Men","Thyroid",0.106290719341588,383,41,"non_attributable_rate",3.93232083489701
"983",2012,"50+","BMI","Men","Thyroid",0.107825178798402,432,47,"non_attributable_rate",4.37165662388783
"984",2013,"50+","BMI","Men","Thyroid",0.109737970174496,476,53,"non_attributable_rate",4.71838875807517
"985",2014,"50+","BMI","Men","Thyroid",0.109190729340663,533,59,"non_attributable_rate",5.16669376982416
"986",2015,"50+","BMI","Men","Thyroid",0.110075584617021,518,58,"non_attributable_rate",4.98357672614468
"987",2016,"50+","BMI","Men","Thyroid",0.110758391090269,530,59,"non_attributable_rate",4.97975300989449
"988",2017,"50+","BMI","Men","Thyroid",0.113929703269145,605,69,"non_attributable_rate",5.58224286940439
"989",2018,"50+","BMI","Men","Thyroid",0.114914777034843,621,72,"non_attributable_rate",5.57603690468049
"990",2019,"50+","BMI","Men","Thyroid",0.116808823498809,593,70,"non_attributable_rate",5.21082794135703
"991",2005,"50+","BMI","Women","Breast",0.0763782660331009,31331,2394,"Rate",344.8
"992",2006,"50+","BMI","Women","Breast",0.0772246061872052,31326,2420,"Rate",342.4
"993",2007,"50+","BMI","Women","Breast",0.0787527404615053,31357,2470,"Rate",339.7
"994",2008,"50+","BMI","Women","Breast",0.0800102231741724,32838,2628,"Rate",352
"995",2009,"50+","BMI","Women","Breast",0.0813469424156774,32537,2647,"Rate",344.8
"996",2010,"50+","BMI","Women","Breast",0.0823508014006326,33192,2734,"Rate",347.2
"997",2011,"50+","BMI","Women","Breast",0.0821587676245012,33526,2755,"Rate",345.6
"998",2012,"50+","BMI","Women","Breast",0.0819783477148722,34513,2830,"Rate",350.1
"999",2013,"50+","BMI","Women","Breast",0.0820266008362409,36091,2961,"Rate",360.2
"1000",2014,"50+","BMI","Women","Breast",0.0829367016757615,37683,3126,"Rate",369.2
"1001",2015,"50+","BMI","Women","Breast",0.0836220422476458,37405,3128,"Rate",360.5
"1002",2016,"50+","BMI","Women","Breast",0.0839335625584617,37278,3129,"Rate",353.2
"1003",2017,"50+","BMI","Women","Breast",0.0843597842858534,37494,3163,"Rate",349.8
"1004",2018,"50+","BMI","Women","Breast",0.0839697930692501,39365,3306,"Rate",362
"1005",2019,"50+","BMI","Women","Breast",0.0849420212652488,39584,3363,"Rate",358.4
"1006",2005,"50+","BMI","Women","Breast",0.0763782660331009,31331,2394,"attributable_rate",26.3352261282132
"1007",2006,"50+","BMI","Women","Breast",0.0772246061872052,31326,2420,"attributable_rate",26.441705158499
"1008",2007,"50+","BMI","Women","Breast",0.0787527404615053,31357,2470,"attributable_rate",26.7523059347733
"1009",2008,"50+","BMI","Women","Breast",0.0800102231741724,32838,2628,"attributable_rate",28.1635985573087
"1010",2009,"50+","BMI","Women","Breast",0.0813469424156774,32537,2647,"attributable_rate",28.0484257449256
"1011",2010,"50+","BMI","Women","Breast",0.0823508014006326,33192,2734,"attributable_rate",28.5921982462996
"1012",2011,"50+","BMI","Women","Breast",0.0821587676245012,33526,2755,"attributable_rate",28.3940700910276
"1013",2012,"50+","BMI","Women","Breast",0.0819783477148722,34513,2830,"attributable_rate",28.7006195349768
"1014",2013,"50+","BMI","Women","Breast",0.0820266008362409,36091,2961,"attributable_rate",29.545981621214
"1015",2014,"50+","BMI","Women","Breast",0.0829367016757615,37683,3126,"attributable_rate",30.6202302586912
"1016",2015,"50+","BMI","Women","Breast",0.0836220422476458,37405,3128,"attributable_rate",30.1457462302763
"1017",2016,"50+","BMI","Women","Breast",0.0839335625584617,37278,3129,"attributable_rate",29.6453342956487
"1018",2017,"50+","BMI","Women","Breast",0.0843597842858534,37494,3163,"attributable_rate",29.5090525431915
"1019",2018,"50+","BMI","Women","Breast",0.0839697930692501,39365,3306,"attributable_rate",30.3970650910685
"1020",2019,"50+","BMI","Women","Breast",0.0849420212652488,39584,3363,"attributable_rate",30.4432204214652
"1021",2005,"50+","BMI","Women","Breast",0.0763782660331009,31331,2394,"non_attributable_rate",318.464773871787
"1022",2006,"50+","BMI","Women","Breast",0.0772246061872052,31326,2420,"non_attributable_rate",315.958294841501
"1023",2007,"50+","BMI","Women","Breast",0.0787527404615053,31357,2470,"non_attributable_rate",312.947694065227
"1024",2008,"50+","BMI","Women","Breast",0.0800102231741724,32838,2628,"non_attributable_rate",323.836401442691
"1025",2009,"50+","BMI","Women","Breast",0.0813469424156774,32537,2647,"non_attributable_rate",316.751574255074
"1026",2010,"50+","BMI","Women","Breast",0.0823508014006326,33192,2734,"non_attributable_rate",318.6078017537
"1027",2011,"50+","BMI","Women","Breast",0.0821587676245012,33526,2755,"non_attributable_rate",317.205929908972
"1028",2012,"50+","BMI","Women","Breast",0.0819783477148722,34513,2830,"non_attributable_rate",321.399380465023
"1029",2013,"50+","BMI","Women","Breast",0.0820266008362409,36091,2961,"non_attributable_rate",330.654018378786
"1030",2014,"50+","BMI","Women","Breast",0.0829367016757615,37683,3126,"non_attributable_rate",338.579769741309
"1031",2015,"50+","BMI","Women","Breast",0.0836220422476458,37405,3128,"non_attributable_rate",330.354253769724
"1032",2016,"50+","BMI","Women","Breast",0.0839335625584617,37278,3129,"non_attributable_rate",323.554665704351
"1033",2017,"50+","BMI","Women","Breast",0.0843597842858534,37494,3163,"non_attributable_rate",320.290947456809
"1034",2018,"50+","BMI","Women","Breast",0.0839697930692501,39365,3306,"non_attributable_rate",331.602934908931
"1035",2019,"50+","BMI","Women","Breast",0.0849420212652488,39584,3363,"non_attributable_rate",327.956779578535
"1036",2005,"50+","BMI","Women","Colorectum",0.164326113270275,13246,2177,"Rate",145.8
"1037",2006,"50+","BMI","Women","Colorectum",0.166264565137871,13582,2259,"Rate",148.5
"1038",2007,"50+","BMI","Women","Colorectum",0.169674242005581,13994,2375,"Rate",151.6
"1039",2008,"50+","BMI","Women","Colorectum",0.172421052680095,14324,2470,"Rate",153.6
"1040",2009,"50+","BMI","Women","Colorectum",0.175064832225002,14512,2541,"Rate",153.7
"1041",2010,"50+","BMI","Women","Colorectum",0.177072188743925,14562,2579,"Rate",152.3
"1042",2011,"50+","BMI","Women","Colorectum",0.176703195783119,15105,2670,"Rate",155.7
"1043",2012,"50+","BMI","Women","Colorectum",0.176460841724137,15082,2662,"Rate",153
"1044",2013,"50+","BMI","Women","Colorectum",0.176498902472753,14849,2621,"Rate",148.2
"1045",2014,"50+","BMI","Women","Colorectum",0.178431661160476,15097,2694,"Rate",147.9
"1046",2015,"50+","BMI","Women","Colorectum",0.17995813267773,15480,2786,"Rate",149.2
"1047",2016,"50+","BMI","Women","Colorectum",0.180868250106322,15246,2758,"Rate",144.4
"1048",2017,"50+","BMI","Women","Colorectum",0.181786583676457,15328,2787,"Rate",143
"1049",2018,"50+","BMI","Women","Colorectum",0.180847161369326,15747,2848,"Rate",144.8
"1050",2019,"50+","BMI","Women","Colorectum",0.182780299590737,16482,3013,"Rate",149.3
"1051",2005,"50+","BMI","Women","Colorectum",0.164326113270275,13246,2177,"attributable_rate",23.9587473148061
"1052",2006,"50+","BMI","Women","Colorectum",0.166264565137871,13582,2259,"attributable_rate",24.6902879229738
"1053",2007,"50+","BMI","Women","Colorectum",0.169674242005581,13994,2375,"attributable_rate",25.722615088046
"1054",2008,"50+","BMI","Women","Colorectum",0.172421052680095,14324,2470,"attributable_rate",26.4838736916625
"1055",2009,"50+","BMI","Women","Colorectum",0.175064832225002,14512,2541,"attributable_rate",26.9074647129827
"1056",2010,"50+","BMI","Women","Colorectum",0.177072188743925,14562,2579,"attributable_rate",26.9680943456998
"1057",2011,"50+","BMI","Women","Colorectum",0.176703195783119,15105,2670,"attributable_rate",27.5126875834316
"1058",2012,"50+","BMI","Women","Colorectum",0.176460841724137,15082,2662,"attributable_rate",26.998508783793
"1059",2013,"50+","BMI","Women","Colorectum",0.176498902472753,14849,2621,"attributable_rate",26.157137346462
"1060",2014,"50+","BMI","Women","Colorectum",0.178431661160476,15097,2694,"attributable_rate",26.3900426856344
"1061",2015,"50+","BMI","Women","Colorectum",0.17995813267773,15480,2786,"attributable_rate",26.8497533955174
"1062",2016,"50+","BMI","Women","Colorectum",0.180868250106322,15246,2758,"attributable_rate",26.1173753153529
"1063",2017,"50+","BMI","Women","Colorectum",0.181786583676457,15328,2787,"attributable_rate",25.9954814657334
"1064",2018,"50+","BMI","Women","Colorectum",0.180847161369326,15747,2848,"attributable_rate",26.1866689662784
"1065",2019,"50+","BMI","Women","Colorectum",0.182780299590737,16482,3013,"attributable_rate",27.289098728897
"1066",2005,"50+","BMI","Women","Colorectum",0.164326113270275,13246,2177,"non_attributable_rate",121.841252685194
"1067",2006,"50+","BMI","Women","Colorectum",0.166264565137871,13582,2259,"non_attributable_rate",123.809712077026
"1068",2007,"50+","BMI","Women","Colorectum",0.169674242005581,13994,2375,"non_attributable_rate",125.877384911954
"1069",2008,"50+","BMI","Women","Colorectum",0.172421052680095,14324,2470,"non_attributable_rate",127.116126308337
"1070",2009,"50+","BMI","Women","Colorectum",0.175064832225002,14512,2541,"non_attributable_rate",126.792535287017
"1071",2010,"50+","BMI","Women","Colorectum",0.177072188743925,14562,2579,"non_attributable_rate",125.3319056543
"1072",2011,"50+","BMI","Women","Colorectum",0.176703195783119,15105,2670,"non_attributable_rate",128.187312416568
"1073",2012,"50+","BMI","Women","Colorectum",0.176460841724137,15082,2662,"non_attributable_rate",126.001491216207
"1074",2013,"50+","BMI","Women","Colorectum",0.176498902472753,14849,2621,"non_attributable_rate",122.042862653538
"1075",2014,"50+","BMI","Women","Colorectum",0.178431661160476,15097,2694,"non_attributable_rate",121.509957314366
"1076",2015,"50+","BMI","Women","Colorectum",0.17995813267773,15480,2786,"non_attributable_rate",122.350246604483
"1077",2016,"50+","BMI","Women","Colorectum",0.180868250106322,15246,2758,"non_attributable_rate",118.282624684647
"1078",2017,"50+","BMI","Women","Colorectum",0.181786583676457,15328,2787,"non_attributable_rate",117.004518534267
"1079",2018,"50+","BMI","Women","Colorectum",0.180847161369326,15747,2848,"non_attributable_rate",118.613331033722
"1080",2019,"50+","BMI","Women","Colorectum",0.182780299590737,16482,3013,"non_attributable_rate",122.010901271103
"1081",2005,"50+","BMI","Women","Endometrium",0.33087011565755,5182,1715,"Rate",57
"1082",2006,"50+","BMI","Women","Endometrium",0.336218282691838,5419,1822,"Rate",59.2
"1083",2007,"50+","BMI","Women","Endometrium",0.344994895843116,5649,1949,"Rate",61.2
"1084",2008,"50+","BMI","Women","Endometrium",0.351652150640981,5791,2037,"Rate",62.1
"1085",2009,"50+","BMI","Women","Endometrium",0.356274517544668,5898,2102,"Rate",62.5
"1086",2010,"50+","BMI","Women","Endometrium",0.359956846977706,6258,2253,"Rate",65.5
"1087",2011,"50+","BMI","Women","Endometrium",0.359383173486058,6480,2329,"Rate",66.8
"1088",2012,"50+","BMI","Women","Endometrium",0.359760328459869,6625,2384,"Rate",67.2
"1089",2013,"50+","BMI","Women","Endometrium",0.359424801650146,6854,2464,"Rate",68.4
"1090",2014,"50+","BMI","Women","Endometrium",0.363749769944454,7087,2578,"Rate",69.4
"1091",2015,"50+","BMI","Women","Endometrium",0.36761677037318,6897,2536,"Rate",66.5
"1092",2016,"50+","BMI","Women","Endometrium",0.371223203363588,7339,2725,"Rate",69.5
"1093",2017,"50+","BMI","Women","Endometrium",0.373345317100151,7261,2711,"Rate",67.7
"1094",2018,"50+","BMI","Women","Endometrium",0.370555829613181,7633,2829,"Rate",70.2
