"year","sex","age_group","cancer_site","Rate","count"
2015,"Women","20-34","Endometrium",0.7,40
2016,"Women","20-34","Endometrium",0.8,43
2017,"Women","20-34","Endometrium",1,55
2018,"Women","20-34","Endometrium",1,55
2019,"Women","20-34","Endometrium",1.1,59
2001,"Women","20-34","Gallbladder",0.1,3
2002,"Women","20-34","Gallbladder",0,2
2003,"Women","20-34","Gallbladder",0,0
2004,"Women","20-34","Gallbladder",0,2
2005,"Women","20-34","Gallbladder",0.1,5
2006,"Women","20-34","Gallbladder",0.1,4
2007,"Women","20-34","Gallbladder",0,0
2008,"Women","20-34","Gallbladder",0,2
2009,"Women","20-34","Gallbladder",0,3
2010,"Women","20-34","Gallbladder",0,3
2011,"Women","20-34","Gallbladder",0,2
2012,"Women","20-34","Gallbladder",0,2
2013,"Women","20-34","Gallbladder",0,3
2014,"Women","20-34","Gallbladder",0,2
2015,"Women","20-34","Gallbladder",0,2
2016,"Women","20-34","Gallbladder",0.1,6
2017,"Women","20-34","Gallbladder",0.1,5
2018,"Women","20-34","Gallbladder",0,1
2019,"Women","20-34","Gallbladder",0,4
2001,"Women","20-34","Hodgkin Lymphoma",3.6,182
2002,"Women","20-34","Hodgkin Lymphoma",3.1,158
2003,"Women","20-34","Hodgkin Lymphoma",3.5,177
2004,"Women","20-34","Hodgkin Lymphoma",3.4,168
2005,"Women","20-34","Hodgkin Lymphoma",3.3,168
2006,"Women","20-34","Hodgkin Lymphoma",3.3,169
2007,"Women","20-34","Hodgkin Lymphoma",3.7,190
2008,"Women","20-34","Hodgkin Lymphoma",4.2,216
2009,"Women","20-34","Hodgkin Lymphoma",3.7,194
2010,"Women","20-34","Hodgkin Lymphoma",3.6,188
2011,"Women","20-34","Hodgkin Lymphoma",3.9,209
2012,"Women","20-34","Hodgkin Lymphoma",3.8,207
2013,"Women","20-34","Hodgkin Lymphoma",4,217
2014,"Women","20-34","Hodgkin Lymphoma",4.1,227
2015,"Women","20-34","Hodgkin Lymphoma",4.1,227
2016,"Women","20-34","Hodgkin Lymphoma",4.2,230
2017,"Women","20-34","Hodgkin Lymphoma",4.3,236
2018,"Women","20-34","Hodgkin Lymphoma",4,218
2019,"Women","20-34","Hodgkin Lymphoma",4.6,250
2001,"Women","20-34","Kaposi Sarcoma",0.1,4
2002,"Women","20-34","Kaposi Sarcoma",0.2,8
2003,"Women","20-34","Kaposi Sarcoma",0.3,13
2004,"Women","20-34","Kaposi Sarcoma",0.1,6
2005,"Women","20-34","Kaposi Sarcoma",0.1,6
2006,"Women","20-34","Kaposi Sarcoma",0.3,13
2007,"Women","20-34","Kaposi Sarcoma",0.1,6
2008,"Women","20-34","Kaposi Sarcoma",0.2,11
2009,"Women","20-34","Kaposi Sarcoma",0.1,6
2010,"Women","20-34","Kaposi Sarcoma",0.1,7
2011,"Women","20-34","Kaposi Sarcoma",0.1,8
2012,"Women","20-34","Kaposi Sarcoma",0.1,4
2013,"Women","20-34","Kaposi Sarcoma",0.1,4
2014,"Women","20-34","Kaposi Sarcoma",0,2
2015,"Women","20-34","Kaposi Sarcoma",0.1,3
2016,"Women","20-34","Kaposi Sarcoma",0,2
2017,"Women","20-34","Kaposi Sarcoma",0.1,4
2018,"Women","20-34","Kaposi Sarcoma",0,0
2019,"Women","20-34","Kaposi Sarcoma",0,0
2001,"Women","20-34","Kidney",0.5,23
2002,"Women","20-34","Kidney",0.4,18
2003,"Women","20-34","Kidney",0.5,24
2004,"Women","20-34","Kidney",0.5,26
2005,"Women","20-34","Kidney",0.5,26
2006,"Women","20-34","Kidney",0.6,30
2007,"Women","20-34","Kidney",0.5,24
2008,"Women","20-34","Kidney",0.5,24
2009,"Women","20-34","Kidney",0.6,31
2010,"Women","20-34","Kidney",0.6,31
2011,"Women","20-34","Kidney",0.7,36
2012,"Women","20-34","Kidney",0.6,31
2013,"Women","20-34","Kidney",1,52
2014,"Women","20-34","Kidney",0.7,36
2015,"Women","20-34","Kidney",0.8,42
2016,"Women","20-34","Kidney",0.8,45
2017,"Women","20-34","Kidney",0.9,49
2018,"Women","20-34","Kidney",0.7,39
2019,"Women","20-34","Kidney",0.7,40
2001,"Women","20-34","Larynx",0,2
2002,"Women","20-34","Larynx",0,2
2003,"Women","20-34","Larynx",0.1,4
2004,"Women","20-34","Larynx",0,0
2005,"Women","20-34","Larynx",0,1
2006,"Women","20-34","Larynx",0.1,4
2007,"Women","20-34","Larynx",0.1,4
2008,"Women","20-34","Larynx",0,1
2009,"Women","20-34","Larynx",0,2
2010,"Women","20-34","Larynx",0,2
2011,"Women","20-34","Larynx",0.1,3
2012,"Women","20-34","Larynx",0.1,6
2013,"Women","20-34","Larynx",0.1,5
2014,"Women","20-34","Larynx",0.1,3
2015,"Women","20-34","Larynx",0.1,6
2016,"Women","20-34","Larynx",0.1,5
2017,"Women","20-34","Larynx",0.1,3
2018,"Women","20-34","Larynx",0.1,4
2019,"Women","20-34","Larynx",0.1,4
2001,"Women","20-34","Leukaemia",1.9,97
2002,"Women","20-34","Leukaemia",1.5,76
2003,"Women","20-34","Leukaemia",2,100
2004,"Women","20-34","Leukaemia",1.6,80
2005,"Women","20-34","Leukaemia",2,99
2006,"Women","20-34","Leukaemia",1.5,79
2007,"Women","20-34","Leukaemia",2,104
2008,"Women","20-34","Leukaemia",1.8,94
2009,"Women","20-34","Leukaemia",2.2,113
2010,"Women","20-34","Leukaemia",1.9,103
2011,"Women","20-34","Leukaemia",1.9,102
2012,"Women","20-34","Leukaemia",1.8,97
2013,"Women","20-34","Leukaemia",2,109
2014,"Women","20-34","Leukaemia",2.2,119
2015,"Women","20-34","Leukaemia",2.3,127
2016,"Women","20-34","Leukaemia",2,108
2017,"Women","20-34","Leukaemia",2.2,122
2018,"Women","20-34","Leukaemia",2.4,133
2019,"Women","20-34","Leukaemia",2,109
2001,"Women","20-34","Liver",0.1,5
2002,"Women","20-34","Liver",0.1,5
2003,"Women","20-34","Liver",0.2,8
2004,"Women","20-34","Liver",0.3,14
2005,"Women","20-34","Liver",0.1,7
2006,"Women","20-34","Liver",0.1,6
2007,"Women","20-34","Liver",0.3,15
2008,"Women","20-34","Liver",0.2,11
2009,"Women","20-34","Liver",0.3,14
2010,"Women","20-34","Liver",0.2,13
2011,"Women","20-34","Liver",0.3,15
2012,"Women","20-34","Liver",0.2,11
2013,"Women","20-34","Liver",0.2,10
2014,"Women","20-34","Liver",0.4,21
2015,"Women","20-34","Liver",0.2,12
2016,"Women","20-34","Liver",0.3,14
2017,"Women","20-34","Liver",0.3,14
2018,"Women","20-34","Liver",0.2,12
2019,"Women","20-34","Liver",0.2,11
2001,"Women","20-34","Lung",0.6,29
2002,"Women","20-34","Lung",0.5,26
2003,"Women","20-34","Lung",0.7,37
2004,"Women","20-34","Lung",0.5,23
2005,"Women","20-34","Lung",0.5,23
2006,"Women","20-34","Lung",0.4,20
2007,"Women","20-34","Lung",0.5,25
2008,"Women","20-34","Lung",0.6,30
2009,"Women","20-34","Lung",0.4,23
2010,"Women","20-34","Lung",0.8,42
2011,"Women","20-34","Lung",0.6,31
2012,"Women","20-34","Lung",0.9,48
2013,"Women","20-34","Lung",0.7,40
2014,"Women","20-34","Lung",0.7,38
2015,"Women","20-34","Lung",0.9,47
2016,"Women","20-34","Lung",0.6,31
2017,"Women","20-34","Lung",0.6,32
2018,"Women","20-34","Lung",0.8,45
2019,"Women","20-34","Lung",0.7,41
2001,"Women","20-34","Melanoma",8.4,427
2002,"Women","20-34","Melanoma",9.5,478
2003,"Women","20-34","Melanoma",8.3,417
2004,"Women","20-34","Melanoma",9.7,487
2005,"Women","20-34","Melanoma",10.5,533
2006,"Women","20-34","Melanoma",10.3,526
2007,"Women","20-34","Melanoma",8.9,458
2008,"Women","20-34","Melanoma",9.2,475
2009,"Women","20-34","Melanoma",9.3,486
2010,"Women","20-34","Melanoma",9.5,503
2011,"Women","20-34","Melanoma",9.5,509
2012,"Women","20-34","Melanoma",9.3,504
2013,"Women","20-34","Melanoma",10.5,577
2014,"Women","20-34","Melanoma",10.2,560
2015,"Women","20-34","Melanoma",9.1,502
2016,"Women","20-34","Melanoma",9.9,547
2017,"Women","20-34","Melanoma",9.2,507
2018,"Women","20-34","Melanoma",9.8,539
2019,"Women","20-34","Melanoma",9.9,544
2001,"Women","20-34","MultipleMyeloma",0,2
2002,"Women","20-34","MultipleMyeloma",0.1,6
2003,"Women","20-34","MultipleMyeloma",0.1,3
2004,"Women","20-34","MultipleMyeloma",0.1,6
2005,"Women","20-34","MultipleMyeloma",0.1,3
2006,"Women","20-34","MultipleMyeloma",0.1,4
2007,"Women","20-34","MultipleMyeloma",0.2,9
2008,"Women","20-34","MultipleMyeloma",0.1,7
2009,"Women","20-34","MultipleMyeloma",0.1,7
2010,"Women","20-34","MultipleMyeloma",0.1,6
2011,"Women","20-34","MultipleMyeloma",0.1,7
2012,"Women","20-34","MultipleMyeloma",0.1,7
2013,"Women","20-34","MultipleMyeloma",0.3,19
2014,"Women","20-34","MultipleMyeloma",0.3,15
2015,"Women","20-34","MultipleMyeloma",0.2,12
2016,"Women","20-34","MultipleMyeloma",0.2,10
2017,"Women","20-34","MultipleMyeloma",0.3,16
2018,"Women","20-34","MultipleMyeloma",0.3,17
2019,"Women","20-34","MultipleMyeloma",0.2,12
2001,"Women","20-34","Non-Hodgkin Lymphoma",2.7,134
2002,"Women","20-34","Non-Hodgkin Lymphoma",2.3,115
2003,"Women","20-34","Non-Hodgkin Lymphoma",2,99
2004,"Women","20-34","Non-Hodgkin Lymphoma",2.3,118
2005,"Women","20-34","Non-Hodgkin Lymphoma",2,102
2006,"Women","20-34","Non-Hodgkin Lymphoma",2,106
2007,"Women","20-34","Non-Hodgkin Lymphoma",2.2,112
2008,"Women","20-34","Non-Hodgkin Lymphoma",2.4,123
2009,"Women","20-34","Non-Hodgkin Lymphoma",2.6,132
2010,"Women","20-34","Non-Hodgkin Lymphoma",2.7,138
2011,"Women","20-34","Non-Hodgkin Lymphoma",2.4,127
2012,"Women","20-34","Non-Hodgkin Lymphoma",2.6,142
2013,"Women","20-34","Non-Hodgkin Lymphoma",2.6,138
2014,"Women","20-34","Non-Hodgkin Lymphoma",2.4,134
2015,"Women","20-34","Non-Hodgkin Lymphoma",2.9,156
2016,"Women","20-34","Non-Hodgkin Lymphoma",2.7,147
2017,"Women","20-34","Non-Hodgkin Lymphoma",2.4,133
2018,"Women","20-34","Non-Hodgkin Lymphoma",2.8,150
2019,"Women","20-34","Non-Hodgkin Lymphoma",2.9,159
2001,"Women","20-34","Oesophagus",0.1,5
2002,"Women","20-34","Oesophagus",0.1,6
2003,"Women","20-34","Oesophagus",0.1,3
2004,"Women","20-34","Oesophagus",0.1,3
2005,"Women","20-34","Oesophagus",0,1
2006,"Women","20-34","Oesophagus",0.1,4
2007,"Women","20-34","Oesophagus",0.1,4
2008,"Women","20-34","Oesophagus",0.1,5
2009,"Women","20-34","Oesophagus",0.1,3
2010,"Women","20-34","Oesophagus",0,2
2011,"Women","20-34","Oesophagus",0.1,4
2012,"Women","20-34","Oesophagus",0.1,3
2013,"Women","20-34","Oesophagus",0.1,5
2014,"Women","20-34","Oesophagus",0.1,6
2015,"Women","20-34","Oesophagus",0,1
2016,"Women","20-34","Oesophagus",0,1
2017,"Women","20-34","Oesophagus",0.1,3
2018,"Women","20-34","Oesophagus",0.1,7
2019,"Women","20-34","Oesophagus",0.1,4
2001,"Women","20-34","Oral",0.8,42
2002,"Women","20-34","Oral",0.8,42
2003,"Women","20-34","Oral",0.8,38
2004,"Women","20-34","Oral",0.8,39
2005,"Women","20-34","Oral",0.9,45
2006,"Women","20-34","Oral",1,51
2007,"Women","20-34","Oral",1,51
2008,"Women","20-34","Oral",0.9,49
2009,"Women","20-34","Oral",1.1,60
2010,"Women","20-34","Oral",1.2,61
2011,"Women","20-34","Oral",1.1,59
2012,"Women","20-34","Oral",1.3,71
2013,"Women","20-34","Oral",1.2,64
2014,"Women","20-34","Oral",0.9,48
2015,"Women","20-34","Oral",0.9,52
2016,"Women","20-34","Oral",1.2,66
2017,"Women","20-34","Oral",0.9,50
2018,"Women","20-34","Oral",1,56
2019,"Women","20-34","Oral",1,56
2001,"Women","20-34","Ovary",3.8,195
2002,"Women","20-34","Ovary",3.6,180
2003,"Women","20-34","Ovary",3.9,197
2004,"Women","20-34","Ovary",3.9,195
2005,"Women","20-34","Ovary",3.7,186
2006,"Women","20-34","Ovary",4.5,229
2007,"Women","20-34","Ovary",4.8,246
2008,"Women","20-34","Ovary",4.8,247
2009,"Women","20-34","Ovary",5,262
2010,"Women","20-34","Ovary",5,264
2011,"Women","20-34","Ovary",4.7,254
2012,"Women","20-34","Ovary",5.4,293
2013,"Women","20-34","Ovary",5.4,294
2014,"Women","20-34","Ovary",5.8,321
2015,"Women","20-34","Ovary",4.9,268
2016,"Women","20-34","Ovary",5.7,314
2017,"Women","20-34","Ovary",5.9,322
2018,"Women","20-34","Ovary",5.4,296
2019,"Women","20-34","Ovary",6,327
2001,"Women","20-34","Pancreas",0.1,6
2002,"Women","20-34","Pancreas",0.2,10
2003,"Women","20-34","Pancreas",0.2,11
2004,"Women","20-34","Pancreas",0.2,11
2005,"Women","20-34","Pancreas",0.3,16
2006,"Women","20-34","Pancreas",0.2,10
2007,"Women","20-34","Pancreas",0.2,10
2008,"Women","20-34","Pancreas",0.2,10
2009,"Women","20-34","Pancreas",0.2,11
2010,"Women","20-34","Pancreas",0.2,11
2011,"Women","20-34","Pancreas",0.3,15
2012,"Women","20-34","Pancreas",0.2,10
2013,"Women","20-34","Pancreas",0.4,22
2014,"Women","20-34","Pancreas",0.5,26
2015,"Women","20-34","Pancreas",0.5,25
2016,"Women","20-34","Pancreas",0.4,24
2017,"Women","20-34","Pancreas",0.3,17
2018,"Women","20-34","Pancreas",0.4,21
2019,"Women","20-34","Pancreas",0.4,23
2001,"Women","20-34","Stomach",0.2,12
2002,"Women","20-34","Stomach",0.3,16
2003,"Women","20-34","Stomach",0.3,14
2004,"Women","20-34","Stomach",0.5,24
2005,"Women","20-34","Stomach",0.4,20
2006,"Women","20-34","Stomach",0.3,17
2007,"Women","20-34","Stomach",0.4,18
2008,"Women","20-34","Stomach",0.3,18
2009,"Women","20-34","Stomach",0.5,24
2010,"Women","20-34","Stomach",0.5,29
2011,"Women","20-34","Stomach",0.3,17
2012,"Women","20-34","Stomach",0.6,33
2013,"Women","20-34","Stomach",0.4,20
2014,"Women","20-34","Stomach",0.3,18
2015,"Women","20-34","Stomach",0.5,27
2016,"Women","20-34","Stomach",0.5,25
2017,"Women","20-34","Stomach",0.5,25
2018,"Women","20-34","Stomach",0.4,24
2019,"Women","20-34","Stomach",0.5,27
2001,"Women","20-34","Thyroid",3.2,162
2002,"Women","20-34","Thyroid",3.6,179
2003,"Women","20-34","Thyroid",4,202
2004,"Women","20-34","Thyroid",4,200
2005,"Women","20-34","Thyroid",4.2,212
2006,"Women","20-34","Thyroid",4.7,240
2007,"Women","20-34","Thyroid",4.4,224
2008,"Women","20-34","Thyroid",5,258
2009,"Women","20-34","Thyroid",5.5,289
2010,"Women","20-34","Thyroid",5.4,288
2011,"Women","20-34","Thyroid",5.7,304
2012,"Women","20-34","Thyroid",6.4,350
2013,"Women","20-34","Thyroid",6.7,366
2014,"Women","20-34","Thyroid",7.3,399
2015,"Women","20-34","Thyroid",7.1,391
2016,"Women","20-34","Thyroid",8.1,444
2017,"Women","20-34","Thyroid",8,437
2018,"Women","20-34","Thyroid",7.9,431
2019,"Women","20-34","Thyroid",8.2,450
2001,"Women","35-49","Bladder",1.2,65
2002,"Women","35-49","Bladder",1.1,60
2003,"Women","35-49","Bladder",0.8,44
2004,"Women","35-49","Bladder",1.1,63
2005,"Women","35-49","Bladder",1.4,76
2006,"Women","35-49","Bladder",1,57
2007,"Women","35-49","Bladder",1.2,70
2008,"Women","35-49","Bladder",1.2,68
2009,"Women","35-49","Bladder",1,59
2010,"Women","35-49","Bladder",1.1,65
2011,"Women","35-49","Bladder",1.1,61
2012,"Women","35-49","Bladder",1.1,61
2013,"Women","35-49","Bladder",1.3,71
2014,"Women","35-49","Bladder",1.3,72
2015,"Women","35-49","Bladder",1,58
2016,"Women","35-49","Bladder",1.1,59
2017,"Women","35-49","Bladder",0.8,46
2018,"Women","35-49","Bladder",1.1,62
2019,"Women","35-49","Bladder",1,56
2001,"Women","35-49","Brain and CNS",4,218
2002,"Women","35-49","Brain and CNS",3.7,198
2003,"Women","35-49","Brain and CNS",3.3,181
2004,"Women","35-49","Brain and CNS",3.6,202
2005,"Women","35-49","Brain and CNS",3.6,204
2006,"Women","35-49","Brain and CNS",4,226
2007,"Women","35-49","Brain and CNS",4.2,236
2008,"Women","35-49","Brain and CNS",4.4,251
2009,"Women","35-49","Brain and CNS",3.8,218
2010,"Women","35-49","Brain and CNS",4.1,234
2011,"Women","35-49","Brain and CNS",4.1,237
2012,"Women","35-49","Brain and CNS",3.8,218
2013,"Women","35-49","Brain and CNS",4.5,252
2014,"Women","35-49","Brain and CNS",4.4,241
2015,"Women","35-49","Brain and CNS",4.7,260
2016,"Women","35-49","Brain and CNS",5.1,277
2017,"Women","35-49","Brain and CNS",4.4,245
2018,"Women","35-49","Brain and CNS",4.5,245
2019,"Women","35-49","Brain and CNS",4.1,223
2001,"Women","35-49","Breast",117.1,6210
2002,"Women","35-49","Breast",113.8,6132
2003,"Women","35-49","Breast",119.7,6542
2004,"Women","35-49","Breast",121.7,6735
2005,"Women","35-49","Breast",123,6895
2006,"Women","35-49","Breast",122.3,6930
2007,"Women","35-49","Breast",121.7,6964
2008,"Women","35-49","Breast",127.3,7306
2009,"Women","35-49","Breast",130.3,7485
2010,"Women","35-49","Breast",138.2,7917
2011,"Women","35-49","Breast",136.8,7786
2012,"Women","35-49","Breast",140.3,7912
2013,"Women","35-49","Breast",145.3,8114
2014,"Women","35-49","Breast",141,7829
2015,"Women","35-49","Breast",140.6,7788
2016,"Women","35-49","Breast",141,7793
2017,"Women","35-49","Breast",138.7,7638
2018,"Women","35-49","Breast",137.5,7558
2019,"Women","35-49","Breast",139.7,7650
2001,"Women","35-49","Cervix",15.7,831
2002,"Women","35-49","Cervix",14.4,774
2003,"Women","35-49","Cervix",13.1,715
2004,"Women","35-49","Cervix",14.1,783
2005,"Women","35-49","Cervix",13.7,765
2006,"Women","35-49","Cervix",14.4,819
2007,"Women","35-49","Cervix",13.9,797
2008,"Women","35-49","Cervix",14.6,837
2009,"Women","35-49","Cervix",16.7,959
2010,"Women","35-49","Cervix",13.3,764
2011,"Women","35-49","Cervix",15.5,880
2012,"Women","35-49","Cervix",14.4,811
2013,"Women","35-49","Cervix",14.8,828
2014,"Women","35-49","Cervix",15.1,839
2015,"Women","35-49","Cervix",14.6,808
2016,"Women","35-49","Cervix",15.4,852
2017,"Women","35-49","Cervix",15.5,851
2018,"Women","35-49","Cervix",16.2,889
2019,"Women","35-49","Cervix",17.8,973
2001,"Women","35-49","Colorectum",11.3,600
2002,"Women","35-49","Colorectum",11.3,608
2003,"Women","35-49","Colorectum",10.9,595
2004,"Women","35-49","Colorectum",11,608
2005,"Women","35-49","Colorectum",12.1,679
2006,"Women","35-49","Colorectum",12.6,714
2007,"Women","35-49","Colorectum",12.3,700
2008,"Women","35-49","Colorectum",12.1,693
2009,"Women","35-49","Colorectum",13.3,765
2010,"Women","35-49","Colorectum",13.1,747
2011,"Women","35-49","Colorectum",14.1,799
2012,"Women","35-49","Colorectum",15.1,847
2013,"Women","35-49","Colorectum",15.1,843
2014,"Women","35-49","Colorectum",15.4,853
2015,"Women","35-49","Colorectum",17.1,947
2016,"Women","35-49","Colorectum",16.8,927
2017,"Women","35-49","Colorectum",17,933
2018,"Women","35-49","Colorectum",18,988
2019,"Women","35-49","Colorectum",19.3,1059
2001,"Women","35-49","Endometrium",5.4,286
2002,"Women","35-49","Endometrium",4.7,254
2003,"Women","35-49","Endometrium",5.6,304
2004,"Women","35-49","Endometrium",5.6,312
2005,"Women","35-49","Endometrium",6,338
2006,"Women","35-49","Endometrium",6.3,357
2007,"Women","35-49","Endometrium",7.1,405
2008,"Women","35-49","Endometrium",7.5,431
2009,"Women","35-49","Endometrium",6.7,386
2010,"Women","35-49","Endometrium",7,399
2011,"Women","35-49","Endometrium",7,401
2012,"Women","35-49","Endometrium",7.4,419
2013,"Women","35-49","Endometrium",7.9,439
2014,"Women","35-49","Endometrium",8.7,483
2015,"Women","35-49","Endometrium",7.5,415
2016,"Women","35-49","Endometrium",8.2,451
2017,"Women","35-49","Endometrium",8.4,462
2018,"Women","35-49","Endometrium",8.8,482
2019,"Women","35-49","Endometrium",8.8,484
2001,"Women","35-49","Gallbladder",0.4,22
2002,"Women","35-49","Gallbladder",0.3,18
2003,"Women","35-49","Gallbladder",0.5,26
2004,"Women","35-49","Gallbladder",0.4,23
2005,"Women","35-49","Gallbladder",0.4,22
2006,"Women","35-49","Gallbladder",0.4,23
2007,"Women","35-49","Gallbladder",0.5,29
2008,"Women","35-49","Gallbladder",0.4,26
2009,"Women","35-49","Gallbladder",0.5,25
2010,"Women","35-49","Gallbladder",0.6,35
2011,"Women","35-49","Gallbladder",0.6,38
2012,"Women","35-49","Gallbladder",0.5,31
2013,"Women","35-49","Gallbladder",0.6,34
2014,"Women","35-49","Gallbladder",0.5,30
2015,"Women","35-49","Gallbladder",0.6,33
2016,"Women","35-49","Gallbladder",0.6,35
2017,"Women","35-49","Gallbladder",0.7,37
2018,"Women","35-49","Gallbladder",0.6,34
2019,"Women","35-49","Gallbladder",0.7,37
2001,"Women","35-49","Hodgkin Lymphoma",1.8,95
2002,"Women","35-49","Hodgkin Lymphoma",1.5,81
2003,"Women","35-49","Hodgkin Lymphoma",1.5,83
2004,"Women","35-49","Hodgkin Lymphoma",2.1,116
2005,"Women","35-49","Hodgkin Lymphoma",1.6,92
2006,"Women","35-49","Hodgkin Lymphoma",2.2,123
2007,"Women","35-49","Hodgkin Lymphoma",2,113
2008,"Women","35-49","Hodgkin Lymphoma",2.2,125
2009,"Women","35-49","Hodgkin Lymphoma",2.4,136
2010,"Women","35-49","Hodgkin Lymphoma",2.8,159
2011,"Women","35-49","Hodgkin Lymphoma",2.1,121
2012,"Women","35-49","Hodgkin Lymphoma",2.2,122
2013,"Women","35-49","Hodgkin Lymphoma",2.2,123
2014,"Women","35-49","Hodgkin Lymphoma",2.1,115
2015,"Women","35-49","Hodgkin Lymphoma",1.9,105
2016,"Women","35-49","Hodgkin Lymphoma",2,111
2017,"Women","35-49","Hodgkin Lymphoma",2.2,122
2018,"Women","35-49","Hodgkin Lymphoma",2.2,120
2019,"Women","35-49","Hodgkin Lymphoma",2.1,116
2001,"Women","35-49","Kaposi Sarcoma",0.1,6
2002,"Women","35-49","Kaposi Sarcoma",0.1,3
2003,"Women","35-49","Kaposi Sarcoma",0.2,9
2004,"Women","35-49","Kaposi Sarcoma",0.1,4
2005,"Women","35-49","Kaposi Sarcoma",0.1,5
2006,"Women","35-49","Kaposi Sarcoma",0.2,9
2007,"Women","35-49","Kaposi Sarcoma",0.2,10
2008,"Women","35-49","Kaposi Sarcoma",0.2,11
2009,"Women","35-49","Kaposi Sarcoma",0.1,7
2010,"Women","35-49","Kaposi Sarcoma",0.2,9
2011,"Women","35-49","Kaposi Sarcoma",0.1,8
2012,"Women","35-49","Kaposi Sarcoma",0.1,5
2013,"Women","35-49","Kaposi Sarcoma",0,2
2014,"Women","35-49","Kaposi Sarcoma",0.1,3
2015,"Women","35-49","Kaposi Sarcoma",0.1,6
2016,"Women","35-49","Kaposi Sarcoma",0.1,7
2017,"Women","35-49","Kaposi Sarcoma",0.1,7
2018,"Women","35-49","Kaposi Sarcoma",0.1,4
2019,"Women","35-49","Kaposi Sarcoma",0,2
2001,"Women","35-49","Kidney",2.3,122
2002,"Women","35-49","Kidney",2.5,135
2003,"Women","35-49","Kidney",2.9,157
2004,"Women","35-49","Kidney",3,168
2005,"Women","35-49","Kidney",3.2,179
2006,"Women","35-49","Kidney",2.6,146
2007,"Women","35-49","Kidney",3,172
2008,"Women","35-49","Kidney",3.8,217
2009,"Women","35-49","Kidney",3.7,210
2010,"Women","35-49","Kidney",3.2,185
2011,"Women","35-49","Kidney",4,225
2012,"Women","35-49","Kidney",4.3,240
2013,"Women","35-49","Kidney",4.8,266
2014,"Women","35-49","Kidney",5.1,285
2015,"Women","35-49","Kidney",5.2,286
2016,"Women","35-49","Kidney",5.4,296
2017,"Women","35-49","Kidney",5,273
2018,"Women","35-49","Kidney",5.1,280
2019,"Women","35-49","Kidney",5.6,304
2001,"Women","35-49","Larynx",0.5,24
2002,"Women","35-49","Larynx",0.4,20
2003,"Women","35-49","Larynx",0.4,23
2004,"Women","35-49","Larynx",0.3,17
2005,"Women","35-49","Larynx",0.5,28
2006,"Women","35-49","Larynx",0.4,23
2007,"Women","35-49","Larynx",0.2,13
2008,"Women","35-49","Larynx",0.4,24
2009,"Women","35-49","Larynx",0.5,29
2010,"Women","35-49","Larynx",0.3,19
2011,"Women","35-49","Larynx",0.4,23
2012,"Women","35-49","Larynx",0.4,24
2013,"Women","35-49","Larynx",0.4,22
2014,"Women","35-49","Larynx",0.4,21
2015,"Women","35-49","Larynx",0.3,19
2016,"Women","35-49","Larynx",0.4,20
2017,"Women","35-49","Larynx",0.6,34
2018,"Women","35-49","Larynx",0.5,25
2019,"Women","35-49","Larynx",0.3,15
2001,"Women","35-49","Leukaemia",3.1,165
2002,"Women","35-49","Leukaemia",3.5,187
2003,"Women","35-49","Leukaemia",3.8,209
2004,"Women","35-49","Leukaemia",3.3,184
2005,"Women","35-49","Leukaemia",3.5,196
2006,"Women","35-49","Leukaemia",3.7,212
2007,"Women","35-49","Leukaemia",3.8,215
2008,"Women","35-49","Leukaemia",3.8,216
2009,"Women","35-49","Leukaemia",3.7,213
2010,"Women","35-49","Leukaemia",3.7,211
2011,"Women","35-49","Leukaemia",3.7,212
2012,"Women","35-49","Leukaemia",4.4,247
2013,"Women","35-49","Leukaemia",4.1,227
2014,"Women","35-49","Leukaemia",4.5,250
2015,"Women","35-49","Leukaemia",4.5,249
2016,"Women","35-49","Leukaemia",4.1,229
2017,"Women","35-49","Leukaemia",4.4,240
2018,"Women","35-49","Leukaemia",4.3,238
2019,"Women","35-49","Leukaemia",4.3,237
2001,"Women","35-49","Liver",0.5,27
2002,"Women","35-49","Liver",0.7,40
2003,"Women","35-49","Liver",0.6,35
2004,"Women","35-49","Liver",0.6,35
2005,"Women","35-49","Liver",0.7,42
2006,"Women","35-49","Liver",0.9,53
2007,"Women","35-49","Liver",0.8,47
2008,"Women","35-49","Liver",1.1,61
2009,"Women","35-49","Liver",1.1,62
2010,"Women","35-49","Liver",0.8,48
2011,"Women","35-49","Liver",0.9,51
2012,"Women","35-49","Liver",1,55
2013,"Women","35-49","Liver",1.1,63
2014,"Women","35-49","Liver",1.1,59
2015,"Women","35-49","Liver",1.2,67
2016,"Women","35-49","Liver",0.9,52
2017,"Women","35-49","Liver",1.1,61
2018,"Women","35-49","Liver",1.3,70
2019,"Women","35-49","Liver",1.4,78
2001,"Women","35-49","Lung",8,425
2002,"Women","35-49","Lung",7.6,407
2003,"Women","35-49","Lung",8.4,459
2004,"Women","35-49","Lung",7.8,432
2005,"Women","35-49","Lung",7.9,441
2006,"Women","35-49","Lung",7.9,447
2007,"Women","35-49","Lung",7.6,433
2008,"Women","35-49","Lung",7.7,444
2009,"Women","35-49","Lung",8.8,505
2010,"Women","35-49","Lung",8,461
2011,"Women","35-49","Lung",7.1,403
2012,"Women","35-49","Lung",8.3,469
2013,"Women","35-49","Lung",7.3,409
2014,"Women","35-49","Lung",8.2,457
2015,"Women","35-49","Lung",8.5,470
2016,"Women","35-49","Lung",7.5,417
