"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2015	0.09	0.09	NA	3.9371	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2016	0.09	0.10	NA	3.9371	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2017	0.11	0.10	NA	3.9371	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2018	0.11	0.11	NA	3.9371	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2019	0.11	0.11	NA	3.9371	1	1
BMI	50+	Women	Multiple Myeloma	attributable_rate	2005	1.55	1.56	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2006	1.58	1.62	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2007	1.64	1.67	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2008	1.82	1.73	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2009	1.78	1.79	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2010	1.79	1.85	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2011	1.79	1.91	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2012	1.87	1.98	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2013	2.33	2.05	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2014	2.34	2.12	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2015	2.25	2.19	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2016	2.28	2.26	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2017	2.32	2.34	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2018	2.24	2.42	NA	3.4201*	0	0
BMI	50+	Women	Multiple Myeloma	attributable_rate	2019	2.44	2.50	NA	3.4201*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2005	1.13	1.02	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2006	1.05	1.06	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2007	0.94	1.10	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2008	1.09	1.15	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2009	1.30	1.19	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2010	1.07	1.24	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2011	1.22	1.29	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2012	1.35	1.34	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2013	1.79	1.40	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2014	1.56	1.46	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2015	1.56	1.51	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2016	1.59	1.58	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2017	1.75	1.64	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2018	1.64	1.71	NA	4.0625*	0	0
BMI	20-49	Men	Multiple Myeloma	non_attributable_rate	2019	1.54	1.78	NA	4.0625*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2005	24.04	24.41	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2006	25.02	25.07	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2007	25.25	25.76	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2008	27.56	26.46	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2009	27.73	27.18	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2010	26.83	27.92	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2011	26.87	28.68	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2012	27.89	29.46	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2013	34.69	30.27	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2014	32.65	31.09	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2015	32.42	31.94	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2016	32.89	32.81	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2017	33.85	33.71	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2018	33.09	34.63	NA	2.7272*	0	0
BMI	50+	Men	Multiple Myeloma	non_attributable_rate	2019	34.69	35.57	NA	2.7272*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2005	0.56	0.61	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2006	0.66	0.65	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2007	0.66	0.70	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2008	0.87	0.74	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2009	0.71	0.79	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2010	0.82	0.84	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2011	0.84	0.90	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2012	0.98	0.96	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2013	1.30	1.02	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2014	1.23	1.08	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2015	1.08	1.16	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2016	1.18	1.23	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2017	1.35	1.31	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2018	1.40	1.40	NA	6.5241*	0	0
BMI	20-49	Women	Multiple Myeloma	non_attributable_rate	2019	1.31	1.49	NA	6.5241*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2005	15.91	15.69	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2006	16.00	16.11	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2007	16.25	16.54	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2008	17.72	16.98	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2009	17.16	17.44	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2010	16.99	17.90	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2011	16.99	18.38	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2012	17.80	18.87	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2013	22.10	19.38	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2014	21.98	19.90	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2015	20.85	20.43	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2016	21.13	20.97	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2017	21.41	21.53	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2018	20.80	22.11	NA	2.6720*	0	0
BMI	50+	Women	Multiple Myeloma	non_attributable_rate	2019	22.30	22.70	NA	2.6720*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2005	1.22	1.10	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2006	1.14	1.15	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2007	1.02	1.20	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2008	1.18	1.25	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2009	1.42	1.30	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2010	1.16	1.35	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2011	1.33	1.41	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2012	1.48	1.47	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2013	1.96	1.53	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2014	1.70	1.59	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2015	1.71	1.66	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2016	1.74	1.73	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2017	1.91	1.80	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2018	1.79	1.87	NA	4.1649*	0	0
BMI	20-49	Men	Multiple Myeloma	rate	2019	1.69	1.95	NA	4.1649*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2005	26.46	26.90	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2006	27.58	27.66	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2007	27.89	28.45	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2008	30.48	29.27	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2009	30.73	30.10	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2010	29.79	30.96	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2011	29.90	31.85	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2012	31.05	32.76	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2013	38.68	33.69	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2014	36.36	34.65	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2015	36.13	35.64	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2016	36.67	36.66	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2017	37.87	37.71	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2018	37.06	38.79	NA	2.8558*	0	0
BMI	50+	Men	Multiple Myeloma	rate	2019	38.91	39.89	NA	2.8558*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2005	0.60	0.66	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2006	0.71	0.70	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2007	0.70	0.75	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2008	0.93	0.80	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2009	0.76	0.85	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2010	0.88	0.90	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2011	0.90	0.96	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2012	1.06	1.03	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2013	1.40	1.10	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2014	1.32	1.17	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2015	1.17	1.25	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2016	1.27	1.33	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2017	1.46	1.42	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2018	1.51	1.51	NA	6.6319*	0	0
BMI	20-49	Women	Multiple Myeloma	rate	2019	1.41	1.61	NA	6.6319*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2005	17.46	17.26	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2006	17.59	17.73	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2007	17.89	18.22	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2008	19.53	18.71	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2009	18.94	19.23	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2010	18.78	19.76	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2011	18.78	20.30	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2012	19.67	20.85	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2013	24.43	21.43	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2014	24.32	22.01	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2015	23.10	22.62	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2016	23.41	23.24	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2017	23.72	23.87	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2018	23.05	24.53	NA	2.7422*	0	0
BMI	50+	Women	Multiple Myeloma	rate	2019	24.74	25.20	NA	2.7422*	0	0
BMI	20-49	Women	Ovary	attributable_rate	2005	0.32	0.34	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2006	0.36	0.35	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2007	0.39	0.37	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2008	0.40	0.39	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2009	0.40	0.41	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2010	0.42	0.43	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2011	0.43	0.45	NA	4.8938*	1	1
BMI	20-49	Women	Ovary	attributable_rate	2012	0.48	0.47	Joinpoint 1	NA	1	1
BMI	20-49	Women	Ovary	attributable_rate	2013	0.48	0.47	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2014	0.48	0.47	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2015	0.46	0.47	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2016	0.49	0.47	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2017	0.46	0.48	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2018	0.48	0.48	NA	0.2131	1	1
BMI	20-49	Women	Ovary	attributable_rate	2019	0.47	0.48	NA	0.2131	1	1
BMI	50+	Women	Ovary	attributable_rate	2005	2.95	2.94	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2006	2.97	2.97	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2007	3.01	3.00	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2008	2.97	3.03	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2009	3.15	3.07	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2010	3.09	3.10	NA	1.0065	1	1
BMI	50+	Women	Ovary	attributable_rate	2011	3.13	3.13	Joinpoint 1	NA	1	1
BMI	50+	Women	Ovary	attributable_rate	2012	3.00	3.09	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2013	3.10	3.06	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2014	3.09	3.02	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2015	2.97	2.99	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2016	3.01	2.96	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2017	2.85	2.92	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2018	2.81	2.89	NA	-1.1256*	1	1
BMI	50+	Women	Ovary	attributable_rate	2019	2.93	2.86	NA	-1.1256*	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2005	7.92	7.98	NA	7.0570	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2006	8.68	8.54	NA	7.0570	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2007	9.16	9.15	Joinpoint 1	NA	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2008	8.98	9.16	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2009	8.95	9.17	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2010	9.12	9.19	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2011	9.03	9.20	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2012	9.55	9.21	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2013	9.48	9.22	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2014	9.57	9.24	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2015	9.04	9.25	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2016	9.54	9.26	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2017	9.06	9.28	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2018	9.34	9.29	NA	0.1419	1	1
BMI	20-49	Women	Ovary	non_attributable_rate	2019	9.05	9.30	NA	0.1419	1	1
BMI	50+	Women	Ovary	non_attributable_rate	2005	49.65	49.77	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2006	48.77	49.10	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2007	47.73	48.43	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2008	46.12	47.78	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2009	48.08	47.13	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2010	46.55	46.49	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2011	46.97	45.86	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2012	45.06	45.24	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2013	46.46	44.63	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2014	45.60	44.03	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2015	43.13	43.43	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2016	43.22	42.84	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2017	40.78	42.26	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2018	40.40	41.69	NA	-1.3534*	0	0
BMI	50+	Women	Ovary	non_attributable_rate	2019	41.46	41.13	NA	-1.3534*	0	0
BMI	20-49	Women	Ovary	rate	2005	8.24	8.30	NA	7.2372	1	1
BMI	20-49	Women	Ovary	rate	2006	9.04	8.90	NA	7.2372	1	1
BMI	20-49	Women	Ovary	rate	2007	9.55	9.55	Joinpoint 1	NA	1	1
BMI	20-49	Women	Ovary	rate	2008	9.38	9.57	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2009	9.35	9.59	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2010	9.54	9.61	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2011	9.46	9.63	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2012	10.03	9.65	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2013	9.95	9.67	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2014	10.06	9.69	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2015	9.50	9.72	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2016	10.02	9.74	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2017	9.52	9.76	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2018	9.82	9.78	NA	0.2193	1	1
BMI	20-49	Women	Ovary	rate	2019	9.52	9.80	NA	0.2193	1	1
BMI	50+	Women	Ovary	rate	2005	52.60	52.83	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2006	51.74	52.15	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2007	50.74	51.48	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2008	49.09	50.81	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2009	51.23	50.16	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2010	49.64	49.51	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2011	50.10	48.88	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2012	48.06	48.25	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2013	49.56	47.63	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2014	48.68	47.01	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2015	46.11	46.41	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2016	46.23	45.81	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2017	43.63	45.22	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2018	43.21	44.64	NA	-1.2876*	0	0
BMI	50+	Women	Ovary	rate	2019	44.40	44.06	NA	-1.2876*	0	0
BMI	20-49	Men	Pancreas	attributable_rate	2005	0.13	0.13	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2006	0.13	0.14	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2007	0.14	0.15	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2008	0.16	0.15	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2009	0.18	0.16	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2010	0.17	0.17	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2011	0.17	0.18	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2012	0.19	0.19	NA	5.6201*	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2013	0.20	0.20	Joinpoint 1	NA	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2014	0.22	0.20	NA	1.2285	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2015	0.19	0.21	NA	1.2285	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2016	0.22	0.21	NA	1.2285	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2017	0.20	0.21	NA	1.2285	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2018	0.22	0.21	NA	1.2285	1	1
BMI	20-49	Men	Pancreas	attributable_rate	2019	0.22	0.22	NA	1.2285	1	1
BMI	50+	Men	Pancreas	attributable_rate	2005	4.90	4.89	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2006	5.16	5.07	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2007	5.10	5.25	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2008	5.53	5.45	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2009	5.64	5.64	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2010	5.78	5.85	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2011	6.04	6.06	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2012	6.36	6.29	NA	3.6525*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2013	6.74	6.52	Joinpoint 1	NA	1	1
BMI	50+	Men	Pancreas	attributable_rate	2014	6.45	6.66	NA	2.1823*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2015	6.64	6.80	NA	2.1823*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2016	6.96	6.95	NA	2.1823*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2017	7.33	7.10	NA	2.1823*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2018	7.23	7.26	NA	2.1823*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2019	7.38	7.42	NA	2.1823*	1	1
BMI	20-49	Women	Pancreas	attributable_rate	2005	0.08	0.09	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2006	0.10	0.09	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2007	0.09	0.09	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2008	0.09	0.10	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2009	0.10	0.10	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2010	0.10	0.10	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2011	0.11	0.11	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2012	0.11	0.11	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2013	0.13	0.12	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2014	0.12	0.12	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2015	0.14	0.13	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2016	0.13	0.13	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2017	0.12	0.14	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2018	0.14	0.14	NA	3.9415*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2019	0.15	0.15	NA	3.9415*	0	0
BMI	50+	Women	Pancreas	attributable_rate	2005	3.83	3.87	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2006	3.97	3.96	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2007	4.01	4.05	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2008	4.19	4.14	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2009	4.32	4.23	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2010	4.30	4.32	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2011	4.41	4.42	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2012	4.47	4.51	NA	2.2104*	1	1
BMI	50+	Women	Pancreas	attributable_rate	2013	4.62	4.61	Joinpoint 1	NA	1	1
BMI	50+	Women	Pancreas	attributable_rate	2014	4.59	4.63	NA	0.3500	1	1
BMI	50+	Women	Pancreas	attributable_rate	2015	4.73	4.65	NA	0.3500	1	1
BMI	50+	Women	Pancreas	attributable_rate	2016	4.63	4.66	NA	0.3500	1	1
