"sex"	"exposure"	"imd"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Women	Obese	5	2006	0.05	0.05	NA	3.1152*	1	1
Women	Obese	5	2007	0.05	0.05	NA	3.1152*	1	1
Women	Obese	5	2008	0.06	0.05	NA	3.1152*	1	1
Women	Obese	5	2009	0.05	0.05	NA	3.1152*	1	1
Women	Obese	5	2010	0.06	0.06	NA	3.1152*	1	1
Women	Obese	5	2011	0.06	0.06	NA	3.1152*	1	1
Women	Obese	5	2012	0.06	0.06	NA	3.1152*	1	1
Women	Obese	5	2013	0.06	0.06	NA	3.1152*	1	1
Women	Obese	5	2014	0.06	0.06	NA	3.1152*	1	1
Women	Obese	5	2015	0.07	0.07	NA	3.1152*	1	1
Women	Obese	5	2016	0.07	0.07	NA	3.1152*	1	1
Women	Obese	5	2017	0.07	0.07	NA	3.1152*	1	1
Women	Obese	5	2018	0.07	0.07	NA	3.1152*	1	1
Women	Obese	5	2019	0.08	0.07	NA	3.1152*	1	1
Women	Obese	All	1997	0.21	0.21	NA	2.2523	0	0
Women	Obese	All	1998	0.22	0.21	NA	2.2523	0	0
Women	Obese	All	1999	0.22	0.22	NA	2.2523	0	0
Women	Obese	All	2000	0.22	0.22	NA	2.2523	0	0
Men	Overweight	1	2001	0.09	0.08	NA	15.6079	1	1
Men	Overweight	1	2002	0.08	0.10	NA	15.6079	1	1
Men	Overweight	1	2003	0.11	0.11	Joinpoint 1	NA	1	1
Men	Overweight	1	2004	0.11	0.11	NA	-1.4174*	1	1
Men	Overweight	1	2005	0.11	0.11	NA	-1.4174*	1	1
Men	Overweight	1	2006	0.10	0.11	NA	-1.4174*	1	1
Men	Overweight	1	2007	0.11	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2008	0.10	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2009	0.11	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2010	0.10	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2011	0.09	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2012	0.10	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2013	0.10	0.10	NA	-1.4174*	1	1
Men	Overweight	1	2014	0.11	0.09	NA	-1.4174*	1	1
Men	Overweight	1	2015	0.09	0.09	NA	-1.4174*	1	1
Men	Overweight	1	2016	0.08	0.09	NA	-1.4174*	1	1
Men	Overweight	1	2017	0.09	0.09	NA	-1.4174*	1	1
Men	Overweight	1	2018	0.09	0.09	NA	-1.4174*	1	1
Men	Overweight	1	2019	0.09	0.09	NA	-1.4174*	1	1
Men	Overweight	2	2001	0.07	0.07	NA	14.2000*	1	1
Men	Overweight	2	2002	0.08	0.08	NA	14.2000*	1	1
Men	Overweight	2	2003	0.09	0.09	NA	14.2000*	1	1
Men	Overweight	2	2004	0.11	0.10	Joinpoint 1	NA	1	1
Men	Overweight	2	2005	0.11	0.10	NA	-0.8870	1	1
Men	Overweight	2	2006	0.10	0.10	NA	-0.8870	1	1
Men	Overweight	2	2007	0.09	0.10	NA	-0.8870	1	1
Men	Overweight	2	2008	0.09	0.10	NA	-0.8870	1	1
Men	Overweight	2	2009	0.10	0.10	NA	-0.8870	1	1
Men	Overweight	2	2010	0.09	0.10	NA	-0.8870	1	1
Men	Overweight	2	2011	0.10	0.10	NA	-0.8870	1	1
Men	Overweight	2	2012	0.10	0.10	NA	-0.8870	1	1
Men	Overweight	2	2013	0.10	0.10	NA	-0.8870	1	1
Men	Overweight	2	2014	0.09	0.09	NA	-0.8870	1	1
Men	Overweight	2	2015	0.10	0.09	NA	-0.8870	1	1
Men	Overweight	2	2016	0.08	0.09	NA	-0.8870	1	1
Men	Overweight	2	2017	0.10	0.09	NA	-0.8870	1	1
Men	Overweight	2	2018	0.10	0.09	NA	-0.8870	1	1
Men	Overweight	2	2019	0.09	0.09	NA	-0.8870	1	1
Men	Overweight	3	2001	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2002	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2003	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2004	0.08	0.09	NA	-0.2435	0	0
Men	Overweight	3	2005	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2006	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2007	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2008	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2009	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2010	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2011	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2012	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2013	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2014	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2015	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2016	0.10	0.09	NA	-0.2435	0	0
Men	Overweight	3	2017	0.08	0.09	NA	-0.2435	0	0
Men	Overweight	3	2018	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	3	2019	0.09	0.09	NA	-0.2435	0	0
Men	Overweight	4	2001	0.10	0.10	NA	-9.1936	2	2
Men	Overweight	4	2002	0.10	0.09	NA	-9.1936	2	2
Men	Overweight	4	2003	0.08	0.09	Joinpoint 1	NA	2	2
Men	Overweight	4	2004	0.09	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2005	0.08	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2006	0.09	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2007	0.07	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2008	0.08	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2009	0.08	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2010	0.08	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2011	0.07	0.08	NA	-1.6006*	2	2
Men	Overweight	4	2012	0.07	0.07	NA	-1.6006*	2	2
Men	Overweight	4	2013	0.07	0.07	Joinpoint 2	NA	2	2
Men	Overweight	4	2014	0.08	0.07	NA	2.7808*	2	2
Men	Overweight	4	2015	0.08	0.08	NA	2.7808*	2	2
Men	Overweight	4	2016	0.08	0.08	NA	2.7808*	2	2
Men	Overweight	4	2017	0.08	0.08	NA	2.7808*	2	2
Men	Overweight	4	2018	0.09	0.08	NA	2.7808*	2	2
Men	Overweight	4	2019	0.09	0.09	NA	2.7808*	2	2
Men	Overweight	5	2001	0.12	0.13	NA	-20.7842*	1	1
Men	Overweight	5	2002	0.11	0.10	NA	-20.7842*	1	1
Men	Overweight	5	2003	0.07	0.08	NA	-20.7842*	1	1
Men	Overweight	5	2004	0.06	0.06	Joinpoint 1	NA	1	1
Men	Overweight	5	2005	0.06	0.06	NA	1.1612	1	1
Men	Overweight	5	2006	0.07	0.06	NA	1.1612	1	1
Men	Overweight	5	2007	0.06	0.06	NA	1.1612	1	1
Men	Overweight	5	2008	0.08	0.07	NA	1.1612	1	1
Men	Overweight	5	2009	0.06	0.07	NA	1.1612	1	1
Men	Overweight	5	2010	0.08	0.07	NA	1.1612	1	1
Men	Overweight	5	2011	0.07	0.07	NA	1.1612	1	1
Men	Overweight	5	2012	0.07	0.07	NA	1.1612	1	1
Men	Overweight	5	2013	0.06	0.07	NA	1.1612	1	1
Men	Overweight	5	2014	0.07	0.07	NA	1.1612	1	1
Men	Overweight	5	2015	0.07	0.07	NA	1.1612	1	1
Men	Overweight	5	2016	0.08	0.07	NA	1.1612	1	1
Men	Overweight	5	2017	0.07	0.07	NA	1.1612	1	1
Men	Overweight	5	2018	0.06	0.07	NA	1.1612	1	1
Men	Overweight	5	2019	0.08	0.07	NA	1.1612	1	1
Men	Overweight	All	1997	0.47	0.47	NA	-0.6322	0	0
Men	Overweight	All	1998	0.47	0.47	NA	-0.6322	0	0
Men	Overweight	All	1999	0.46	0.47	NA	-0.6322	0	0
Men	Overweight	All	2000	0.47	0.46	NA	-0.6322	0	0
Women	Overweight	1	2001	0.05	0.05	NA	22.5875	1	1
Women	Overweight	1	2002	0.06	0.06	NA	22.5875	1	1
Women	Overweight	1	2003	0.08	0.08	Joinpoint 1	NA	1	1
Women	Overweight	1	2004	0.08	0.07	NA	-0.8101	1	1
Women	Overweight	1	2005	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2006	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2007	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2008	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2009	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2010	0.08	0.07	NA	-0.8101	1	1
Women	Overweight	1	2011	0.08	0.07	NA	-0.8101	1	1
Women	Overweight	1	2012	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2013	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2014	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2015	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	1	2016	0.06	0.07	NA	-0.8101	1	1
Women	Overweight	1	2017	0.06	0.07	NA	-0.8101	1	1
Women	Overweight	1	2018	0.06	0.07	NA	-0.8101	1	1
Women	Overweight	1	2019	0.07	0.07	NA	-0.8101	1	1
Women	Overweight	2	2001	0.05	0.05	NA	21.6665*	2	2
Women	Overweight	2	2002	0.06	0.06	NA	21.6665*	2	2
Women	Overweight	2	2003	0.07	0.07	NA	21.6665*	2	2
Women	Overweight	2	2004	0.08	0.09	Joinpoint 1	NA	2	2
Women	Overweight	2	2005	0.08	0.08	NA	-7.5668	2	2
Women	Overweight	2	2006	0.07	0.07	NA	-7.5668	2	2
Women	Overweight	2	2007	0.07	0.07	Joinpoint 2	NA	2	2
Women	Overweight	2	2008	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2009	0.06	0.07	NA	-0.0965	2	2
Women	Overweight	2	2010	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2011	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2012	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2013	0.08	0.07	NA	-0.0965	2	2
Women	Overweight	2	2014	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2015	0.06	0.07	NA	-0.0965	2	2
Women	Overweight	2	2016	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2017	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2018	0.07	0.07	NA	-0.0965	2	2
Women	Overweight	2	2019	0.06	0.07	NA	-0.0965	2	2
Women	Overweight	3	2001	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2002	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2003	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2004	0.06	0.07	NA	0.0234	0	0
Women	Overweight	3	2005	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2006	0.08	0.07	NA	0.0234	0	0
Women	Overweight	3	2007	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2008	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2009	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2010	0.06	0.07	NA	0.0234	0	0
Women	Overweight	3	2011	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2012	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2013	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2014	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2015	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2016	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2017	0.06	0.07	NA	0.0234	0	0
Women	Overweight	3	2018	0.07	0.07	NA	0.0234	0	0
Women	Overweight	3	2019	0.07	0.07	NA	0.0234	0	0
Women	Overweight	4	2001	0.08	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2002	0.07	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2003	0.07	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2004	0.06	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2005	0.07	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2006	0.06	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2007	0.06	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2008	0.06	0.07	NA	-0.8116*	0	0
Women	Overweight	4	2009	0.08	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2010	0.07	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2011	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2012	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2013	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2014	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2015	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2016	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2017	0.07	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2018	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	4	2019	0.06	0.06	NA	-0.8116*	0	0
Women	Overweight	5	2001	0.09	0.10	NA	-26.9330*	1	1
Women	Overweight	5	2002	0.09	0.07	NA	-26.9330*	1	1
Women	Overweight	5	2003	0.05	0.05	Joinpoint 1	NA	1	1
Women	Overweight	5	2004	0.06	0.05	NA	0.2381	1	1
Women	Overweight	5	2005	0.05	0.05	NA	0.2381	1	1
Women	Overweight	5	2006	0.05	0.05	NA	0.2381	1	1
Women	Overweight	5	2007	0.06	0.05	NA	0.2381	1	1
Women	Overweight	5	2008	0.05	0.05	NA	0.2381	1	1
Women	Overweight	5	2009	0.05	0.05	NA	0.2381	1	1
Women	Overweight	5	2010	0.05	0.05	NA	0.2381	1	1
Women	Overweight	5	2011	0.05	0.06	NA	0.2381	1	1
Women	Overweight	5	2012	0.05	0.06	NA	0.2381	1	1
Women	Overweight	5	2013	0.06	0.06	NA	0.2381	1	1
Women	Overweight	5	2014	0.06	0.06	NA	0.2381	1	1
Women	Overweight	5	2015	0.06	0.06	NA	0.2381	1	1
Women	Overweight	5	2016	0.05	0.06	NA	0.2381	1	1
Women	Overweight	5	2017	0.05	0.06	NA	0.2381	1	1
Women	Overweight	5	2018	0.05	0.06	NA	0.2381	1	1
Women	Overweight	5	2019	0.06	0.06	NA	0.2381	1	1
Women	Overweight	All	1997	0.33	0.33	NA	1.0597	0	0
Women	Overweight	All	1998	0.33	0.34	NA	1.0597	0	0
Women	Overweight	All	1999	0.34	0.34	NA	1.0597	0	0
Women	Overweight	All	2000	0.34	0.34	NA	1.0597	0	0
Men	PhysicalActivity	1	2003	0.15	0.15	NA	-2.6702	0	0
Men	PhysicalActivity	1	2004	0.16	0.15	NA	-2.6702	0	0
Men	PhysicalActivity	1	2006	0.12	0.14	NA	-2.6702	0	0
Men	PhysicalActivity	1	2008	0.13	0.13	NA	-2.6702	0	0
Men	PhysicalActivity	1	2012	0.12	0.12	NA	-2.6702	0	0
Men	PhysicalActivity	2	2003	0.13	0.13	NA	-1.4841	0	0
Men	PhysicalActivity	2	2004	0.14	0.13	NA	-1.4841	0	0
Men	PhysicalActivity	2	2006	0.12	0.13	NA	-1.4841	0	0
Men	PhysicalActivity	2	2008	0.12	0.12	NA	-1.4841	0	0
Men	PhysicalActivity	2	2012	0.12	0.12	NA	-1.4841	0	0
Men	PhysicalActivity	3	2003	0.13	0.12	NA	0.0147	0	0
Men	PhysicalActivity	3	2004	0.11	0.12	NA	0.0147	0	0
Men	PhysicalActivity	3	2006	0.13	0.12	NA	0.0147	0	0
Men	PhysicalActivity	3	2008	0.12	0.12	NA	0.0147	0	0
Men	PhysicalActivity	3	2012	0.12	0.12	NA	0.0147	0	0
Men	PhysicalActivity	4	2003	0.13	0.13	NA	-2.2761*	0	0
Men	PhysicalActivity	4	2004	0.13	0.12	NA	-2.2761*	0	0
Men	PhysicalActivity	4	2006	0.11	0.12	NA	-2.2761*	0	0
Men	PhysicalActivity	4	2008	0.11	0.11	NA	-2.2761*	0	0
Men	PhysicalActivity	4	2012	0.10	0.10	NA	-2.2761*	0	0
Men	PhysicalActivity	5	2003	0.11	0.11	NA	1.1857	0	0
Men	PhysicalActivity	5	2004	0.10	0.11	NA	1.1857	0	0
Men	PhysicalActivity	5	2006	0.12	0.11	NA	1.1857	0	0
Men	PhysicalActivity	5	2008	0.11	0.11	NA	1.1857	0	0
Men	PhysicalActivity	5	2012	0.12	0.12	NA	1.1857	0	0
Women	PhysicalActivity	1	2003	0.17	0.16	NA	-2.4914	0	0
Women	PhysicalActivity	1	2004	0.16	0.16	NA	-2.4914	0	0
Women	PhysicalActivity	1	2006	0.13	0.15	NA	-2.4914	0	0
Women	PhysicalActivity	1	2008	0.15	0.14	NA	-2.4914	0	0
Women	PhysicalActivity	1	2012	0.13	0.13	NA	-2.4914	0	0
Women	PhysicalActivity	2	2003	0.15	0.16	NA	-1.4874	0	0
Women	PhysicalActivity	2	2004	0.16	0.15	NA	-1.4874	0	0
Women	PhysicalActivity	2	2006	0.15	0.15	NA	-1.4874	0	0
Women	PhysicalActivity	2	2008	0.14	0.14	NA	-1.4874	0	0
Women	PhysicalActivity	2	2012	0.14	0.14	NA	-1.4874	0	0
Women	PhysicalActivity	3	2003	0.15	0.14	NA	-0.0246	0	0
Women	PhysicalActivity	3	2004	0.13	0.14	NA	-0.0246	0	0
Women	PhysicalActivity	3	2006	0.14	0.14	NA	-0.0246	0	0
Women	PhysicalActivity	3	2008	0.14	0.14	NA	-0.0246	0	0
Women	PhysicalActivity	3	2012	0.14	0.14	NA	-0.0246	0	0
Women	PhysicalActivity	4	2003	0.16	0.16	NA	-1.7841	0	0
Women	PhysicalActivity	4	2004	0.16	0.15	NA	-1.7841	0	0
Women	PhysicalActivity	4	2006	0.14	0.15	NA	-1.7841	0	0
Women	PhysicalActivity	4	2008	0.14	0.14	NA	-1.7841	0	0
Women	PhysicalActivity	4	2012	0.14	0.13	NA	-1.7841	0	0
Women	PhysicalActivity	5	2003	0.13	0.13	NA	-0.4101	0	0
Women	PhysicalActivity	5	2004	0.14	0.13	NA	-0.4101	0	0
Women	PhysicalActivity	5	2006	0.13	0.13	NA	-0.4101	0	0
Women	PhysicalActivity	5	2008	0.13	0.13	NA	-0.4101	0	0
Women	PhysicalActivity	5	2012	0.13	0.13	NA	-0.4101	0	0
Men	Previously	1	2001	0.06	0.06	NA	13.1363	1	1
Men	Previously	1	2002	0.06	0.06	NA	13.1363	1	1
Men	Previously	1	2003	0.07	0.07	Joinpoint 1	NA	1	1
Men	Previously	1	2004	0.08	0.07	NA	-1.1758*	1	1
Men	Previously	1	2005	0.07	0.07	NA	-1.1758*	1	1
Men	Previously	1	2006	0.06	0.07	NA	-1.1758*	1	1
Men	Previously	1	2007	0.07	0.07	NA	-1.1758*	1	1
Men	Previously	1	2008	0.06	0.07	NA	-1.1758*	1	1
Men	Previously	1	2009	0.06	0.07	NA	-1.1758*	1	1
Men	Previously	1	2010	0.07	0.07	NA	-1.1758*	1	1
Men	Previously	1	2011	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2012	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2013	0.07	0.06	NA	-1.1758*	1	1
Men	Previously	1	2014	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2015	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2016	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2017	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2018	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	1	2019	0.06	0.06	NA	-1.1758*	1	1
Men	Previously	2	2001	0.05	0.05	NA	9.8406	1	1
Men	Previously	2	2002	0.05	0.06	NA	9.8406	1	1
Men	Previously	2	2003	0.07	0.06	NA	9.8406	1	1
Men	Previously	2	2004	0.07	0.07	Joinpoint 1	NA	1	1
Men	Previously	2	2005	0.07	0.07	NA	-1.0547*	1	1
Men	Previously	2	2006	0.06	0.07	NA	-1.0547*	1	1
Men	Previously	2	2007	0.06	0.07	NA	-1.0547*	1	1
Men	Previously	2	2008	0.07	0.07	NA	-1.0547*	1	1
Men	Previously	2	2009	0.07	0.07	NA	-1.0547*	1	1
Men	Previously	2	2010	0.06	0.07	NA	-1.0547*	1	1
Men	Previously	2	2011	0.07	0.06	NA	-1.0547*	1	1
Men	Previously	2	2012	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	2	2013	0.07	0.06	NA	-1.0547*	1	1
Men	Previously	2	2014	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	2	2015	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	2	2016	0.05	0.06	NA	-1.0547*	1	1
Men	Previously	2	2017	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	2	2018	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	2	2019	0.06	0.06	NA	-1.0547*	1	1
Men	Previously	3	2001	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2002	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2003	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2004	0.05	0.06	NA	0.2199	0	0
Men	Previously	3	2005	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2006	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2007	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2008	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2009	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2010	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2011	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2012	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2013	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2014	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2015	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2016	0.07	0.06	NA	0.2199	0	0
Men	Previously	3	2017	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2018	0.06	0.06	NA	0.2199	0	0
Men	Previously	3	2019	0.06	0.06	NA	0.2199	0	0
Men	Previously	4	2001	0.07	0.06	NA	-0.6928*	0	0
Men	Previously	4	2002	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2003	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2004	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2005	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2006	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2007	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2008	0.05	0.06	NA	-0.6928*	0	0
Men	Previously	4	2009	0.05	0.06	NA	-0.6928*	0	0
Men	Previously	4	2010	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2011	0.06	0.06	NA	-0.6928*	0	0
Men	Previously	4	2012	0.05	0.06	NA	-0.6928*	0	0
Men	Previously	4	2013	0.05	0.06	NA	-0.6928*	0	0
Men	Previously	4	2014	0.05	0.06	NA	-0.6928*	0	0
Men	Previously	4	2015	0.05	0.05	NA	-0.6928*	0	0
Men	Previously	4	2016	0.06	0.05	NA	-0.6928*	0	0
Men	Previously	4	2017	0.05	0.05	NA	-0.6928*	0	0
Men	Previously	4	2018	0.06	0.05	NA	-0.6928*	0	0
Men	Previously	4	2019	0.05	0.05	NA	-0.6928*	0	0
Men	Previously	5	2001	0.09	0.09	NA	-25.2309*	1	1
Men	Previously	5	2002	0.07	0.07	NA	-25.2309*	1	1
Men	Previously	5	2003	0.04	0.05	NA	-25.2309*	1	1
Men	Previously	5	2004	0.04	0.04	Joinpoint 1	NA	1	1
Men	Previously	5	2005	0.03	0.04	NA	2.2862*	1	1
Men	Previously	5	2006	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2007	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2008	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2009	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2010	0.05	0.04	NA	2.2862*	1	1
Men	Previously	5	2011	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2012	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2013	0.04	0.04	NA	2.2862*	1	1
Men	Previously	5	2014	0.05	0.05	NA	2.2862*	1	1
Men	Previously	5	2015	0.05	0.05	NA	2.2862*	1	1
Men	Previously	5	2016	0.05	0.05	NA	2.2862*	1	1
Men	Previously	5	2017	0.05	0.05	NA	2.2862*	1	1
Men	Previously	5	2018	0.05	0.05	NA	2.2862*	1	1
Men	Previously	5	2019	0.05	0.05	NA	2.2862*	1	1
Men	Previously	All	1995	0.33	0.33	NA	-0.4498	0	0
Men	Previously	All	1996	0.32	0.32	NA	-0.4498	0	0
Men	Previously	All	1997	0.32	0.32	NA	-0.4498	0	0
Men	Previously	All	1998	0.33	0.32	NA	-0.4498	0	0
Men	Previously	All	1999	0.32	0.32	NA	-0.4498	0	0
Men	Previously	All	2000	0.32	0.32	NA	-0.4498	0	0
Women	Previously	1	2001	0.04	0.04	NA	5.0048*	1	1
Women	Previously	1	2002	0.04	0.04	NA	5.0048*	1	1
Women	Previously	1	2003	0.05	0.04	NA	5.0048*	1	1
Women	Previously	1	2004	0.05	0.05	NA	5.0048*	1	1
Women	Previously	1	2005	0.04	0.05	NA	5.0048*	1	1
Women	Previously	1	2006	0.05	0.05	NA	5.0048*	1	1
Women	Previously	1	2007	0.05	0.05	Joinpoint 1	NA	1	1
Women	Previously	1	2008	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2009	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2010	0.06	0.05	NA	-1.2450	1	1
Women	Previously	1	2011	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2012	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2013	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2014	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2015	0.06	0.05	NA	-1.2450	1	1
Women	Previously	1	2016	0.04	0.05	NA	-1.2450	1	1
Women	Previously	1	2017	0.05	0.05	NA	-1.2450	1	1
Women	Previously	1	2018	0.04	0.05	NA	-1.2450	1	1
Women	Previously	1	2019	0.05	0.05	NA	-1.2450	1	1
Women	Previously	2	2001	0.04	0.04	NA	12.1501*	1	1
Women	Previously	2	2002	0.04	0.04	NA	12.1501*	1	1
Women	Previously	2	2003	0.04	0.05	NA	12.1501*	1	1
Women	Previously	2	2004	0.06	0.05	Joinpoint 1	NA	1	1
Women	Previously	2	2005	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2006	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2007	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2008	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2009	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2010	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2011	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2012	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2013	0.06	0.05	NA	-0.2948	1	1
Women	Previously	2	2014	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2015	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2016	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2017	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2018	0.05	0.05	NA	-0.2948	1	1
Women	Previously	2	2019	0.04	0.05	NA	-0.2948	1	1
Women	Previously	3	2001	0.05	0.04	NA	1.6197*	1	1
Women	Previously	3	2002	0.04	0.04	NA	1.6197*	1	1
