"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"incidence_rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	50+	Men	MultipleMyeloma	attributable_rate	2009	2.79	2.72	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2010	2.74	2.84	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2011	2.82	2.97	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2012	2.98	3.10	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2013	3.77	3.23	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2014	3.55	3.38	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2015	3.56	3.53	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2016	3.60	3.68	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2017	3.86	3.85	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2018	3.82	4.02	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2019	4.09	4.20	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2005	21.78	22.18	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2006	22.84	22.87	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2007	23.25	23.58	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2008	25.40	24.30	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2009	25.71	25.06	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2010	24.76	25.83	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2011	24.78	26.63	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2012	25.92	27.45	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2013	32.33	28.30	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2014	30.65	29.18	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2015	30.54	30.08	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2016	30.80	31.01	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2017	32.24	31.97	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2018	31.58	32.96	NA	3.0939*	0	0
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	2019	33.31	33.98	NA	3.0939*	0	0
BMI	50+	Men	Pancreas	Rate	2005	38.10	38.45	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2006	39.50	39.00	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2007	38.40	39.55	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2008	41.10	40.11	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2009	40.60	40.68	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2010	40.90	41.26	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2011	41.10	41.85	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2012	42.90	42.44	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2013	44.50	43.04	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2014	43.40	43.66	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2015	44.20	44.28	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2016	45.50	44.90	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2017	46.30	45.54	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2018	45.50	46.19	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	Rate	2019	45.90	46.84	NA	1.4198*	0	0
BMI	50+	Men	Pancreas	attributable_rate	2005	4.51	4.47	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2006	4.75	4.65	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2007	4.73	4.85	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2008	5.09	5.05	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2009	5.19	5.26	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2010	5.39	5.47	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2011	5.65	5.70	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2012	6.01	5.94	NA	4.1424*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2013	6.39	6.18	Joinpoint 1	NA	1	1
BMI	50+	Men	Pancreas	attributable_rate	2014	6.21	6.34	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2015	6.39	6.50	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2016	6.65	6.66	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2017	7.01	6.82	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2018	6.95	6.99	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	attributable_rate	2019	7.14	7.17	NA	2.4919*	1	1
BMI	50+	Men	Pancreas	non_attributable_rate	2005	33.59	33.91	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2006	34.75	34.29	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2007	33.67	34.66	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2008	36.01	35.04	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2009	35.41	35.43	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2010	35.51	35.82	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2011	35.45	36.21	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2012	36.89	36.61	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2013	38.11	37.01	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2014	37.19	37.42	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2015	37.81	37.83	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2016	38.85	38.25	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2017	39.29	38.67	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2018	38.55	39.09	NA	1.0990*	0	0
BMI	50+	Men	Pancreas	non_attributable_rate	2019	38.76	39.52	NA	1.0990*	0	0
BMI	50+	Men	Thyroid	Rate	2005	2.90	3.10	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2006	3.50	3.32	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2007	3.90	3.54	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2008	3.50	3.79	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2009	3.90	4.05	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2010	4.70	4.33	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2011	4.40	4.63	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2012	4.90	4.95	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2013	5.30	5.29	NA	6.8981*	1	1
BMI	50+	Men	Thyroid	Rate	2014	5.80	5.65	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	Rate	2015	5.60	5.75	NA	1.7334	1	1
BMI	50+	Men	Thyroid	Rate	2016	5.60	5.85	NA	1.7334	1	1
BMI	50+	Men	Thyroid	Rate	2017	6.30	5.95	NA	1.7334	1	1
BMI	50+	Men	Thyroid	Rate	2018	6.30	6.05	NA	1.7334	1	1
BMI	50+	Men	Thyroid	Rate	2019	5.90	6.16	NA	1.7334	1	1
BMI	50+	Men	Thyroid	attributable_rate	2005	0.27	0.29	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2006	0.33	0.32	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2007	0.38	0.34	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2008	0.34	0.38	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2009	0.39	0.41	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2010	0.48	0.44	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2011	0.47	0.48	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2012	0.53	0.53	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2013	0.58	0.57	NA	8.8401*	1	1
BMI	50+	Men	Thyroid	attributable_rate	2014	0.63	0.62	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	attributable_rate	2015	0.62	0.64	NA	2.7618	1	1
BMI	50+	Men	Thyroid	attributable_rate	2016	0.62	0.66	NA	2.7618	1	1
BMI	50+	Men	Thyroid	attributable_rate	2017	0.72	0.68	NA	2.7618	1	1
BMI	50+	Men	Thyroid	attributable_rate	2018	0.72	0.70	NA	2.7618	1	1
BMI	50+	Men	Thyroid	attributable_rate	2019	0.69	0.71	NA	2.7618	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2005	2.63	2.81	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2006	3.17	3.00	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2007	3.52	3.20	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2008	3.16	3.41	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2009	3.51	3.64	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2010	4.22	3.88	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2011	3.93	4.14	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2012	4.37	4.42	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2013	4.72	4.72	NA	6.6803*	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2014	5.17	5.03	Joinpoint 1	NA	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2015	4.98	5.11	NA	1.5966	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2016	4.98	5.19	NA	1.5966	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2017	5.58	5.28	NA	1.5966	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2018	5.58	5.36	NA	1.5966	1	1
BMI	50+	Men	Thyroid	non_attributable_rate	2019	5.21	5.44	NA	1.5966	1	1
BMI	50+	Women	Breast	Rate	2005	344.80	342.67	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2006	342.40	343.98	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2007	339.70	345.28	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2008	352.00	346.60	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2009	344.80	347.92	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2010	347.20	349.24	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2011	345.60	350.57	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2012	350.10	351.90	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2013	360.20	353.24	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2014	369.20	354.58	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2015	360.50	355.93	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2016	353.20	357.28	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2017	349.80	358.64	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2018	362.00	360.01	NA	0.3803*	0	0
BMI	50+	Women	Breast	Rate	2019	358.40	361.37	NA	0.3803*	0	0
BMI	50+	Women	Breast	attributable_rate	2005	26.34	26.30	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2006	26.44	26.69	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2007	26.75	27.08	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2008	28.16	27.48	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2009	28.05	27.89	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2010	28.59	28.30	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2011	28.39	28.72	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2012	28.70	29.15	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2013	29.55	29.58	NA	1.4788*	1	1
BMI	50+	Women	Breast	attributable_rate	2014	30.62	30.02	Joinpoint 1	NA	1	1
BMI	50+	Women	Breast	attributable_rate	2015	30.15	30.04	NA	0.0909	1	1
BMI	50+	Women	Breast	attributable_rate	2016	29.65	30.07	NA	0.0909	1	1
BMI	50+	Women	Breast	attributable_rate	2017	29.51	30.10	NA	0.0909	1	1
BMI	50+	Women	Breast	attributable_rate	2018	30.40	30.12	NA	0.0909	1	1
BMI	50+	Women	Breast	attributable_rate	2019	30.44	30.15	NA	0.0909	1	1
BMI	50+	Women	Breast	non_attributable_rate	2005	318.46	315.97	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2006	315.96	316.98	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2007	312.95	318.00	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2008	323.84	319.02	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2009	316.75	320.04	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2010	318.61	321.07	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2011	317.21	322.10	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2012	321.40	323.14	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2013	330.65	324.17	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2014	338.58	325.21	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2015	330.35	326.26	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2016	323.55	327.31	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2017	320.29	328.36	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2018	331.60	329.41	NA	0.3210*	0	0
BMI	50+	Women	Breast	non_attributable_rate	2019	327.96	330.47	NA	0.3210*	0	0
BMI	50+	Women	Colorectum	Rate	2005	145.80	147.64	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2006	148.50	148.87	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2007	151.60	150.11	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2008	153.60	151.36	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2009	153.70	152.62	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2010	152.30	153.89	NA	0.8331*	2	2
BMI	50+	Women	Colorectum	Rate	2011	155.70	155.17	Joinpoint 1	NA	2	2
BMI	50+	Women	Colorectum	Rate	2012	153.00	153.01	NA	-1.3921*	2	2
BMI	50+	Women	Colorectum	Rate	2013	148.20	150.88	NA	-1.3921*	2	2
BMI	50+	Women	Colorectum	Rate	2014	147.90	148.78	NA	-1.3921*	2	2
BMI	50+	Women	Colorectum	Rate	2015	149.20	146.71	NA	-1.3921*	2	2
BMI	50+	Women	Colorectum	Rate	2016	144.40	144.67	NA	-1.3921*	2	2
BMI	50+	Women	Colorectum	Rate	2017	143.00	142.65	Joinpoint 2	NA	2	2
BMI	50+	Women	Colorectum	Rate	2018	144.80	145.71	NA	2.1427	2	2
BMI	50+	Women	Colorectum	Rate	2019	149.30	148.83	NA	2.1427	2	2
BMI	50+	Women	Colorectum	attributable_rate	2005	23.96	23.99	NA	3.2610*	2	2
BMI	50+	Women	Colorectum	attributable_rate	2006	24.69	24.77	NA	3.2610*	2	2
BMI	50+	Women	Colorectum	attributable_rate	2007	25.72	25.58	NA	3.2610*	2	2
BMI	50+	Women	Colorectum	attributable_rate	2008	26.48	26.41	NA	3.2610*	2	2
BMI	50+	Women	Colorectum	attributable_rate	2009	26.91	27.27	Joinpoint 1	NA	2	2
BMI	50+	Women	Colorectum	attributable_rate	2010	26.97	27.11	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2011	27.51	26.96	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2012	27.00	26.80	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2013	26.16	26.64	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2014	26.39	26.49	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2015	26.85	26.33	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2016	26.12	26.18	NA	-0.5821	2	2
BMI	50+	Women	Colorectum	attributable_rate	2017	26.00	26.03	Joinpoint 2	NA	2	2
BMI	50+	Women	Colorectum	attributable_rate	2018	26.19	26.56	NA	2.0363	2	2
BMI	50+	Women	Colorectum	attributable_rate	2019	27.29	27.10	NA	2.0363	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2005	121.84	123.24	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2006	123.81	123.97	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2007	125.88	124.70	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2008	127.12	125.43	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2009	126.79	126.17	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2010	125.33	126.92	NA	0.5893	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2011	128.19	127.66	Joinpoint 1	NA	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2012	126.00	125.79	NA	-1.4639*	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2013	122.04	123.95	NA	-1.4639*	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2014	121.51	122.14	NA	-1.4639*	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2015	122.35	120.35	NA	-1.4639*	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2016	118.28	118.59	NA	-1.4639*	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2017	117.00	116.85	Joinpoint 2	NA	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2018	118.61	119.25	NA	2.0478	2	2
BMI	50+	Women	Colorectum	non_attributable_rate	2019	122.01	121.69	NA	2.0478	2	2
BMI	50+	Women	Endometrium	Rate	2005	57.00	57.64	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2006	59.20	59.02	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2007	61.20	60.43	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2008	62.10	61.88	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2009	62.50	63.36	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2010	65.50	64.88	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2011	66.80	66.43	NA	2.3918*	1	1
BMI	50+	Women	Endometrium	Rate	2012	67.20	68.02	Joinpoint 1	NA	1	1
BMI	50+	Women	Endometrium	Rate	2013	68.40	68.15	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2014	69.40	68.29	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2015	66.50	68.43	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2016	69.50	68.56	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2017	67.70	68.70	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2018	70.20	68.84	NA	0.2005	1	1
BMI	50+	Women	Endometrium	Rate	2019	68.50	68.98	NA	0.2005	1	1
BMI	50+	Women	Endometrium	attributable_rate	2005	18.86	19.02	NA	4.5157*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2006	19.90	19.88	NA	4.5157*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2007	21.11	20.78	NA	4.5157*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2008	21.84	21.72	NA	4.5157*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2009	22.27	22.70	NA	4.5157*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2010	23.58	23.73	Joinpoint 1	NA	1	1
BMI	50+	Women	Endometrium	attributable_rate	2011	24.01	23.97	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2012	24.18	24.22	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2013	24.58	24.47	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2014	25.24	24.72	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2015	24.45	24.98	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2016	25.80	25.23	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2017	25.28	25.49	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2018	26.01	25.76	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	attributable_rate	2019	25.62	26.02	NA	1.0328*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2005	38.14	38.44	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2006	39.30	39.06	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2007	40.09	39.69	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2008	40.26	40.33	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2009	40.23	40.98	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2010	41.92	41.64	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2011	42.79	42.32	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2012	43.02	43.00	NA	1.6145*	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2013	43.82	43.69	Joinpoint 1	NA	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2014	44.16	43.58	NA	-0.2637	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2015	42.05	43.46	NA	-0.2637	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2016	43.70	43.35	NA	-0.2637	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2017	42.42	43.23	NA	-0.2637	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2018	44.19	43.12	NA	-0.2637	1	1
BMI	50+	Women	Endometrium	non_attributable_rate	2019	42.88	43.01	NA	-0.2637	1	1
BMI	50+	Women	Gallbladder	Rate	2005	7.00	7.40	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2006	7.80	7.62	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2007	7.80	7.85	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2008	7.90	8.08	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2009	8.30	8.32	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2010	9.20	8.57	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2011	8.80	8.82	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2012	9.30	9.08	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2013	9.80	9.35	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2014	9.60	9.63	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2015	9.60	9.91	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2016	10.10	10.21	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2017	9.80	10.51	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2018	11.40	10.82	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	Rate	2019	11.00	11.15	NA	2.9697*	0	0
BMI	50+	Women	Gallbladder	attributable_rate	2005	1.46	1.50	NA	5.9612*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2006	1.65	1.59	NA	5.9612*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2007	1.70	1.68	NA	5.9612*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2008	1.75	1.78	NA	5.9612*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2009	1.87	1.89	NA	5.9612*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2010	2.10	2.00	Joinpoint 1	NA	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2011	2.00	2.06	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2012	2.12	2.12	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2013	2.23	2.18	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2014	2.21	2.25	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2015	2.24	2.31	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2016	2.38	2.38	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2017	2.32	2.45	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2018	2.68	2.52	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2019	2.61	2.59	NA	2.9126*	1	1
BMI	50+	Women	Gallbladder	non_attributable_rate	2005	5.54	5.82	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2006	6.15	5.97	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2007	6.10	6.14	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2008	6.15	6.30	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2009	6.43	6.48	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2010	7.10	6.65	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2011	6.80	6.83	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2012	7.18	7.02	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2013	7.57	7.21	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2014	7.39	7.41	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2015	7.36	7.61	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2016	7.72	7.82	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2017	7.48	8.03	NA	2.7221*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2018	8.72	8.25	NA	2.7221*	0	0
