"Sex"	"Cancer label"	"incmort"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
2	Lung	"Mortality"	1955	7.51	7.73	NA	2.9985*	5	5
2	Lung	"Mortality"	1956	7.82	7.96	NA	2.9985*	5	5
2	Lung	"Mortality"	1957	7.75	8.20	NA	2.9985*	5	5
2	Lung	"Mortality"	1958	8.61	8.44	NA	2.9985*	5	5
2	Lung	"Mortality"	1959	9.44	8.69	NA	2.9985*	5	5
2	Lung	"Mortality"	1960	8.65	8.95	NA	2.9985*	5	5
2	Lung	"Mortality"	1961	9.02	9.22	Joinpoint 2	NA	5	5
2	Lung	"Mortality"	1962	9.29	9.67	NA	4.8834*	5	5
2	Lung	"Mortality"	1963	9.70	10.15	NA	4.8834*	5	5
2	Lung	"Mortality"	1964	11.22	10.64	NA	4.8834*	5	5
2	Lung	"Mortality"	1965	12.05	11.16	NA	4.8834*	5	5
2	Lung	"Mortality"	1966	11.58	11.71	NA	4.8834*	5	5
2	Lung	"Mortality"	1967	12.13	12.28	NA	4.8834*	5	5
2	Lung	"Mortality"	1968	12.96	12.88	NA	4.8834*	5	5
2	Lung	"Mortality"	1969	12.84	13.51	NA	4.8834*	5	5
2	Lung	"Mortality"	1970	14.34	14.17	NA	4.8834*	5	5
2	Lung	"Mortality"	1971	14.93	14.86	NA	4.8834*	5	5
2	Lung	"Mortality"	1972	16.18	15.58	NA	4.8834*	5	5
2	Lung	"Mortality"	1973	16.26	16.34	NA	4.8834*	5	5
2	Lung	"Mortality"	1974	18.56	17.14	NA	4.8834*	5	5
2	Lung	"Mortality"	1975	16.27	17.98	NA	4.8834*	5	5
2	Lung	"Mortality"	1976	18.06	18.86	NA	4.8834*	5	5
2	Lung	"Mortality"	1977	19.66	19.78	NA	4.8834*	5	5
2	Lung	"Mortality"	1978	22.42	20.74	NA	4.8834*	5	5
2	Lung	"Mortality"	1979	22.80	21.76	NA	4.8834*	5	5
2	Lung	"Mortality"	1980	21.50	22.82	NA	4.8834*	5	5
2	Lung	"Mortality"	1981	23.74	23.93	NA	4.8834*	5	5
2	Lung	"Mortality"	1982	25.17	25.10	Joinpoint 3	NA	5	5
2	Lung	"Mortality"	1983	24.58	25.50	NA	1.5638*	5	5
2	Lung	"Mortality"	1984	26.53	25.89	NA	1.5638*	5	5
2	Lung	"Mortality"	1985	26.71	26.30	NA	1.5638*	5	5
2	Lung	"Mortality"	1986	26.01	26.71	NA	1.5638*	5	5
2	Lung	"Mortality"	1987	27.64	27.13	NA	1.5638*	5	5
2	Lung	"Mortality"	1988	27.41	27.55	NA	1.5638*	5	5
2	Lung	"Mortality"	1989	28.15	27.98	NA	1.5638*	5	5
2	Lung	"Mortality"	1990	28.74	28.42	NA	1.5638*	5	5
2	Lung	"Mortality"	1991	28.71	28.87	NA	1.5638*	5	5
2	Lung	"Mortality"	1992	29.54	29.32	Joinpoint 4	NA	5	5
2	Lung	"Mortality"	1993	29.09	29.34	NA	0.0667	5	5
2	Lung	"Mortality"	1994	29.59	29.36	NA	0.0667	5	5
2	Lung	"Mortality"	1995	29.61	29.38	NA	0.0667	5	5
2	Lung	"Mortality"	1996	30.66	29.40	NA	0.0667	5	5
2	Lung	"Mortality"	1997	29.49	29.42	NA	0.0667	5	5
2	Lung	"Mortality"	1998	28.79	29.43	NA	0.0667	5	5
2	Lung	"Mortality"	1999	29.02	29.45	NA	0.0667	5	5
2	Lung	"Mortality"	2000	29.73	29.47	NA	0.0667	5	5
2	Lung	"Mortality"	2001	27.96	29.49	NA	0.0667	5	5
2	Lung	"Mortality"	2002	29.39	29.51	NA	0.0667	5	5
2	Lung	"Mortality"	2003	28.27	29.53	NA	0.0667	5	5
2	Lung	"Mortality"	2004	29.03	29.55	NA	0.0667	5	5
2	Lung	"Mortality"	2005	29.34	29.57	NA	0.0667	5	5
2	Lung	"Mortality"	2006	30.76	29.59	NA	0.0667	5	5
2	Lung	"Mortality"	2007	30.01	29.61	NA	0.0667	5	5
2	Lung	"Mortality"	2008	30.52	29.63	NA	0.0667	5	5
2	Lung	"Mortality"	2009	29.96	29.65	NA	0.0667	5	5
2	Lung	"Mortality"	2010	29.83	29.67	NA	0.0667	5	5
2	Lung	"Mortality"	2011	29.54	29.69	NA	0.0667	5	5
2	Lung	"Mortality"	2012	30.40	29.71	Joinpoint 5	NA	5	5
2	Lung	"Mortality"	2013	28.68	29.04	NA	-2.2656*	5	5
2	Lung	"Mortality"	2014	28.21	28.38	NA	-2.2656*	5	5
2	Lung	"Mortality"	2015	27.44	27.74	NA	-2.2656*	5	5
2	Lung	"Mortality"	2016	26.18	27.11	NA	-2.2656*	5	5
2	Lung	"Mortality"	2017	26.89	26.49	NA	-2.2656*	5	5
2	Lung	"Mortality"	2018	26.43	25.89	NA	-2.2656*	5	5
2	Oesophagus	"Incidence"	1975	4.36	4.26	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1976	4.06	4.25	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1977	4.26	4.25	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1978	4.15	4.24	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1979	4.13	4.23	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1980	4.24	4.23	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1981	4.37	4.22	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1982	4.39	4.21	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1983	4.33	4.21	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1984	4.58	4.20	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1985	3.89	4.19	NA	-0.1581	2	2
2	Oesophagus	"Incidence"	1986	3.82	4.19	Joinpoint 1	NA	2	2
2	Oesophagus	"Incidence"	1987	4.42	4.34	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1988	4.53	4.50	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1989	4.86	4.67	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1990	4.88	4.85	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1991	4.87	5.03	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1992	5.29	5.21	NA	3.7250*	2	2
2	Oesophagus	"Incidence"	1993	5.88	5.41	Joinpoint 2	NA	2	2
2	Oesophagus	"Incidence"	1994	5.35	5.34	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	1995	5.42	5.27	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	1996	5.63	5.20	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	1997	5.10	5.13	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	1998	4.60	5.07	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	1999	5.32	5.00	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2000	4.51	4.94	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2001	4.31	4.87	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2002	4.77	4.81	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2003	4.43	4.75	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2004	5.13	4.69	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2005	4.68	4.63	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2006	4.42	4.57	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2007	4.31	4.51	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2008	4.15	4.45	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2009	4.36	4.39	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2010	4.75	4.33	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2011	4.22	4.28	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2012	4.28	4.22	NA	-1.2942*	2	2
2	Oesophagus	"Incidence"	2013	4.55	4.17	NA	-1.2942*	2	2
2	Oesophagus	"Mortality"	1950	3.59	3.43	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1951	3.01	3.41	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1952	3.62	3.38	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1953	3.31	3.36	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1954	3.85	3.33	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1955	3.52	3.31	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1956	2.97	3.29	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1957	3.23	3.26	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1958	3.12	3.24	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1959	2.96	3.22	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1960	2.80	3.19	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1961	3.28	3.17	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1962	3.57	3.15	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1963	3.14	3.12	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1964	3.07	3.10	NA	-0.7163	2	2
2	Oesophagus	"Mortality"	1965	2.82	3.08	Joinpoint 1	NA	2	2
2	Oesophagus	"Mortality"	1966	2.89	3.13	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1967	3.11	3.17	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1968	3.51	3.22	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1969	3.46	3.27	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1970	3.52	3.32	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1971	3.63	3.37	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1972	3.35	3.42	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1973	3.09	3.47	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1974	3.60	3.52	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1975	3.64	3.58	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1976	3.66	3.63	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1977	3.82	3.68	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1978	3.87	3.74	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1979	3.54	3.79	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1980	4.08	3.85	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1981	4.22	3.91	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1982	4.07	3.97	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1983	4.15	4.03	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1984	4.31	4.09	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1985	4.25	4.15	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1986	3.84	4.21	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1987	3.65	4.28	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1988	4.01	4.34	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1989	4.37	4.40	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1990	4.39	4.47	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1991	4.47	4.54	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1992	5.06	4.61	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1993	5.01	4.68	NA	1.5021*	2	2
2	Oesophagus	"Mortality"	1994	4.83	4.75	Joinpoint 2	NA	2	2
2	Oesophagus	"Mortality"	1995	4.93	4.67	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	1996	4.67	4.60	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	1997	4.52	4.54	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	1998	3.78	4.47	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	1999	5.10	4.40	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2000	4.13	4.34	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2001	3.86	4.27	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2002	4.37	4.21	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2003	3.72	4.14	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2004	4.13	4.08	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2005	4.34	4.02	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2006	3.82	3.96	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2007	4.09	3.90	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2008	4.18	3.84	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2009	3.40	3.78	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2010	3.62	3.73	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2011	3.72	3.67	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2012	3.57	3.62	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2013	3.65	3.56	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2014	3.83	3.51	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2015	3.33	3.46	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2016	3.43	3.41	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2017	3.32	3.35	NA	-1.4972*	2	2
2	Oesophagus	"Mortality"	2018	3.31	3.30	NA	-1.4972*	2	2
2	Pancreas	"Incidence"	1975	5.61	5.69	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1976	5.38	5.68	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1977	5.26	5.67	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1978	6.16	5.66	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1979	5.93	5.65	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1980	6.49	5.64	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1981	5.57	5.63	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1982	5.76	5.62	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1983	5.78	5.61	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1984	5.80	5.60	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1985	5.84	5.59	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1986	6.09	5.58	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1987	5.10	5.57	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1988	5.41	5.55	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1989	5.40	5.54	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1990	5.68	5.53	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1991	5.04	5.52	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1992	5.43	5.51	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1993	5.38	5.50	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1994	5.30	5.49	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1995	4.86	5.48	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1996	5.55	5.47	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1997	5.31	5.46	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1998	5.86	5.45	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	1999	5.38	5.44	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2000	4.99	5.43	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2001	5.08	5.42	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2002	5.04	5.41	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2003	5.83	5.40	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2004	5.02	5.39	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2005	5.61	5.38	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2006	5.10	5.37	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2007	5.24	5.36	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2008	5.28	5.35	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2009	5.72	5.34	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2010	5.36	5.33	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2011	6.05	5.32	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2012	5.40	5.31	NA	-0.1911*	0	0
2	Pancreas	"Incidence"	2013	5.51	5.30	NA	-0.1911*	0	0
2	Pancreas	"Mortality"	1955	4.72	4.82	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1956	5.10	4.86	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1957	4.44	4.90	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1958	4.77	4.94	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1959	5.16	4.98	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1960	5.29	5.02	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1961	5.21	5.07	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1962	4.93	5.11	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1963	5.52	5.15	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1964	5.38	5.20	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1965	5.31	5.24	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1966	5.68	5.29	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1967	4.69	5.33	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1968	5.10	5.38	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1969	5.50	5.42	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1970	5.36	5.47	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1971	5.39	5.52	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1972	5.64	5.56	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1973	5.65	5.61	NA	0.8520*	1	1
2	Pancreas	"Mortality"	1974	5.97	5.66	Joinpoint 1	NA	1	1
2	Pancreas	"Mortality"	1975	5.44	5.63	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1976	5.18	5.61	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1977	5.09	5.59	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1978	6.06	5.57	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1979	5.93	5.54	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1980	6.10	5.52	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1981	5.82	5.50	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1982	5.35	5.48	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1983	5.77	5.45	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1984	5.59	5.43	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1985	5.61	5.41	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1986	5.40	5.39	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1987	5.07	5.37	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1988	5.78	5.34	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1989	5.32	5.32	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1990	5.66	5.30	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1991	4.83	5.28	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1992	5.18	5.26	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1993	5.46	5.24	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1994	4.79	5.22	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1995	4.95	5.19	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1996	4.51	5.17	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1997	4.62	5.15	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1998	5.44	5.13	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	1999	5.02	5.11	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2000	4.97	5.09	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2001	4.91	5.07	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2002	4.43	5.05	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2003	5.29	5.03	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2004	5.16	5.01	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2005	4.98	4.99	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2006	4.63	4.97	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2007	5.50	4.95	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2008	4.71	4.93	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2009	5.50	4.91	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2010	4.65	4.89	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2011	4.70	4.87	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2012	5.15	4.85	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2013	5.43	4.83	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2014	4.38	4.81	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2015	4.93	4.79	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2016	4.96	4.77	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2017	4.78	4.75	NA	-0.4065*	1	1
2	Pancreas	"Mortality"	2018	4.77	4.73	NA	-0.4065*	1	1
